Pressure,Temperature,Phase,Author,Method
9.1,1173,Stishovite,Yagi & Akimoto (1976),static
8.8,1083,Coesite,Yagi & Akimoto (1976),static
8.8,1063,Stishovite,Yagi & Akimoto (1976),static
8.1,873,Coesite,Yagi & Akimoto (1976),static
9.8,1323,Stishovite,Yagi & Akimoto (1976),static
9.5,1273,Stishovite,Yagi & Akimoto (1976),static
9.3,1273,Stishovite,Yagi & Akimoto (1976),static
8.6,1323,Coesite,Yagi & Akimoto (1976),static
8.6,873,Coesite,Yagi & Akimoto (1976),static
9.2,1373,Stishovite,Yagi & Akimoto (1976),static
8.8,1333,Coesite,Yagi & Akimoto (1976),static
8.8,1313,Stishovite,Yagi & Akimoto (1976),static
9.1,873,Stishovite,Yagi & Akimoto (1976),static
9,1383,Coesite,Yagi & Akimoto (1976),static
9,1363,Stishovite,Yagi & Akimoto (1976),static
7.9,1278,Coesite,Zhang (1996),static
8,1258,Coesite,Zhang (1996),static
8.4,1297,Coesite,Zhang (1996),static
8.5,1307,Coesite,Zhang (1996),static
8.6,1507,Coesite,Zhang (1996),static
9.7,881,Stishovite,Zhang (1996),static
9.8,999,Stishovite,Zhang (1996),static
8.9,1430,Coesite,Zhang (1996),static
8.8,1439,Coesite,Zhang (1996),static
9,1476,Coesite,Zhang (1996),static
11.4,800,Stishovite,Zhang (1996),static
9.8,1703,Coesite,Zhang (1996),static
10.3,871,Stishovite,Zhang (1996),static
9.4,973,Stishovite,Zhang (1996),static
9.1,1373,Stishovite,Zhang (1996),static
8.7,1373,Coesite,Zhang (1996),static
8.2,1275,Coesite,Zhang (1996),static
9.3,1573,Coesite,Zhang (1996),static
9.3,1478,Stishovite,Zhang (1996),static
9.7,1484,Stishovite,Zhang (1996),static
9.6,1572,Stishovite,Zhang (1996),static
10,1803,Coesite,Zhang (1996),static
7.7,1258,Coesite,Zhang (1996),static
7.7,1233,Coesite,Zhang (1996),static
2.3,573,Quartz,Bohlen (1982),static
2.4,573,Quartz,Bohlen (1982),static
2.5,573,Coesite,Bohlen (1982),static
2.5,623,Quartz,Bohlen (1982),static
2.5,623,Coesite,Bohlen (1982),static
2.5,673,Quartz,Bohlen (1982),static
2.5,673,Coesite,Bohlen (1982),static
2.5,773,Quartz,Bohlen (1982),static
2.5,773,Quartz,Bohlen (1982),static
2.6,773,Coesite,Bohlen (1982),static
2.6,773,Coesite,Bohlen (1982),static
2.6,873,Quartz,Bohlen (1982),static
2.7,873,Coesite,Bohlen (1982),static
2.7,973,Quartz,Bohlen (1982),static
2.7,973,Coesite,Bohlen (1982),static
2.8,973,Coesite,Bohlen (1982),static
2.8,1073,Quartz,Bohlen (1982),static
2.8,1073,Coesite,Bohlen (1982),static
2.9,1173,Quartz,Bohlen (1982),static
2.9,1173,Coesite,Bohlen (1982),static
2.9,1173,Coesite,Bohlen (1982),static
2.9,1173,Quartz,Bohlen (1982),static
2.9,1173,Coesite,Bohlen (1982),static
9.9,2606,Coesite,Serghiou (1995),static
10.1,2711,Coesite,Serghiou (1995),static
10.9,2606,Stishovite,Serghiou (1995),static
11,2908,Stishovite,Serghiou (1995),static
11.4,2908,Stishovite,Serghiou (1995),static
6.5,2950,Liquid,Shen & Lazor (1995),static
9,3070,Liquid,Shen & Lazor (1995),static
15,3630,Liquid,Shen & Lazor (1995),static
18,3670,Liquid,Shen & Lazor (1995),static
22,4150,Liquid,Shen & Lazor (1995),static
25,4380,Liquid,Shen & Lazor (1995),static
27,4230,Liquid,Shen & Lazor (1995),static
30,4480,Liquid,Shen & Lazor (1995),static
37,4550,Liquid,Shen & Lazor (1995),static
6.5,2550,Coesite,Shen & Lazor (1995),static
9,2730,Coesite,Shen & Lazor (1995),static
15,3170,Stishovite,Shen & Lazor (1995),static
18,3230,Stishovite,Shen & Lazor (1995),static
22,3650,Stishovite,Shen & Lazor (1995),static
25,3820,Stishovite,Shen & Lazor (1995),static
27,3670,Stishovite,Shen & Lazor (1995),static
30,3720,Stishovite,Shen & Lazor (1995),static
37,3950,Stishovite,Shen & Lazor (1995),static
6.4,1200,Coesite,Ono (2017),static
8,1200,Coesite,Ono (2017),static
8.3,1200,Coesite,Ono (2017),static
8.5,1200,Stishovite,Ono (2017),static
10,1200,Stishovite,Ono (2017),static
7.9,1250,Coesite,Ono (2017),static
8.7,1250,Coesite,Ono (2017),static
8.3,1300,Coesite,Ono (2017),static
8.7,1300,Coesite,Ono (2017),static
8.9,1300,Stishovite,Ono (2017),static
9.1,1300,Stishovite,Ono (2017),static
7.1,1350,Coesite,Ono (2017),static
8.3,1350,Coesite,Ono (2017),static
8.7,1350,Coesite,Ono (2017),static
9.1,1350,Stishovite,Ono (2017),static
7.8,1400,Coesite,Ono (2017),static
8.3,1400,Coesite,Ono (2017),static
9,1400,Coesite,Ono (2017),static
10,1400,Stishovite,Ono (2017),static
7.6,1450,Coesite,Ono (2017),static
8.6,1450,Coesite,Ono (2017),static
9.4,1450,Stishovite,Ono (2017),static
9,1500,Coesite,Ono (2017),static
9.7,1500,Stishovite,Ono (2017),static
11.4,1500,Stishovite,Ono (2017),static
8.6,1550,Coesite,Ono (2017),static
8.9,1550,Coesite,Ono (2017),static
9.2,1550,Coesite,Ono (2017),static
8.5,1600,Coesite,Ono (2017),static
9.8,1600,Stishovite,Ono (2017),static
10.3,1700,Stishovite,Ono (2017),static
0.3,1963,Liquid,Jackson (1976),static
0.3,1943,Quartz,Jackson (1976),static
0.5,1873,Quartz,Jackson (1976),static
0.5,1923,Quartz,Jackson (1976),static
0.5,1953,Quartz,Jackson (1976),static
0.5,1953,Quartz,Jackson (1976),static
0.5,1973,Liquid,Jackson (1976),static
0.5,2003,Liquid,Jackson (1976),static
0.5,2023,Liquid,Jackson (1976),static
0.6,1923,Quartz,Jackson (1976),static
0.6,1913,Quartz,Jackson (1976),static
0.6,1933,Liquid,Jackson (1976),static
0.6,1923,Quartz,Jackson (1976),static
0.6,1943,Quartz,Jackson (1976),static
0.6,1963,Liquid,Jackson (1976),static
0.7,1923,Quartz,Jackson (1976),static
0.7,1983,Quartz,Jackson (1976),static
0.7,2003,Liquid,Jackson (1976),static
0.7,2023,Liquid,Jackson (1976),static
1,2063,Quartz,Jackson (1976),static
1,2083,Liquid,Jackson (1976),static
1,2073,Quartz,Jackson (1976),static
1,2083,Quartz,Jackson (1976),static
1,2103,Liquid,Jackson (1976),static
1,2103,Quartz,Jackson (1976),static
1,2103,Quartz,Jackson (1976),static
1,2103,Quartz,Jackson (1976),static
1,2113,Quartz,Jackson (1976),static
1,2123,Liquid,Jackson (1976),static
1,2123,Liquid,Jackson (1976),static
1,2133,Liquid,Jackson (1976),static
1,2123,Liquid,Jackson (1976),static
1,2133,Liquid,Jackson (1976),static
1,2143,Liquid,Jackson (1976),static
1,2143,Quartz,Jackson (1976),static
1,2163,Liquid,Jackson (1976),static
1,2173,Liquid,Jackson (1976),static
1.5,2173,Quartz,Jackson (1976),static
1.5,2253,Quartz,Jackson (1976),static
1.5,2253,Quartz,Jackson (1976),static
1.5,2273,Quartz,Jackson (1976),static
1.5,2273,Liquid,Jackson (1976),static
1.5,2298,Liquid,Jackson (1976),static
1.5,2323,Liquid,Jackson (1976),static
2,2383,Quartz,Jackson (1976),static
2,2393,Liquid,Jackson (1976),static
2.5,2483,Quartz,Jackson (1976),static
2.5,2503,Quartz,Jackson (1976),static
2.5,2523,Liquid,Jackson (1976),static
3,2513,Quartz,Kanzaki (1990),static
3,2613,Liquid,Kanzaki (1990),static
3,2673,Liquid,Kanzaki (1990),static
3,2573,Quartz,Kanzaki (1990),static
3.7,2633,Quartz,Kanzaki (1990),static
3.7,2633,Quartz,Kanzaki (1990),static
3.7,2733,Liquid,Kanzaki (1990),static
4.5,2683,Quartz,Kanzaki (1990),static
4.5,2763,Quartz,Kanzaki (1990),static
4.5,2583,Coesite,Kanzaki (1990),static
4.5,2663,Coesite,Kanzaki (1990),static
4.5,2813,Liquid,Kanzaki (1990),static
5,2633,Coesite,Kanzaki (1990),static
5.3,2753,Coesite,Kanzaki (1990),static
5.5,2863,Coesite,Kanzaki (1990),static
5.5,2963,Liquid,Kanzaki (1990),static
6,2773,Coesite,Kanzaki (1990),static
6,2903,Liquid,Kanzaki (1990),static
6,2803,Coesite,Kanzaki (1990),static
7,2893,Coesite,Kanzaki (1990),static
7,2973,Coesite,Kanzaki (1990),static
8,2973,Coesite,Kanzaki (1990),static
8,3123,Liquid,Kanzaki (1990),static
10,2073,Coesite,Kanzaki (1990),static
11,2293,Stishovite,Kanzaki (1990),static
11,2773,Coesite,Kanzaki (1990),static
11,2873,Coesite,Kanzaki (1990),static
8.3,823,Stishovite,Akimoto (1969),static
8.2,873,Coesite,Akimoto (1969),static
9.1,873,Stishovite,Akimoto (1969),static
8,903,Coesite,Akimoto (1969),static
8.6,903,Stishovite,Akimoto (1969),static
8.6,973,Stishovite,Akimoto (1969),static
9,973,Stishovite,Akimoto (1969),static
8.5,1023,Coesite,Akimoto (1969),static
9,1103,Stishovite,Akimoto (1969),static
8.6,923,Coesite,Akimoto (1969),static
9.2,923,Stishovite,Akimoto (1969),static
8.7,1073,Coesite,Akimoto (1969),static
9.1,1073,Coesite,Akimoto (1969),static
9.7,1073,Stishovite,Akimoto (1969),static
9,1173,Coesite,Akimoto (1969),static
9.2,1173,Coesite,Akimoto (1969),static
9.8,1173,Stishovite,Akimoto (1969),static
9.6,1173,Stishovite,Akimoto (1969),static
8.8,1273,Coesite,Akimoto (1969),static
9.4,1273,Stishovite,Akimoto (1969),static
9.3,1273,Coesite,Akimoto (1969),static
9.9,1273,Stishovite,Akimoto (1969),static
9.2,1373,Coesite,Akimoto (1969),static
9.4,1373,Coesite,Akimoto (1969),static
10,1373,Stishovite,Akimoto (1969),static
9.8,1453,Stishovite,Akimoto (1969),static
9.4,1473,Coesite,Akimoto (1969),static
9.7,1473,Coesite,Akimoto (1969),static
9.1,1288,Coesite,Akimoto (1969),static
9.7,1288,Stishovite,Akimoto (1969),static
9,1123,Stishovite,Akimoto (1969),static
9.2,1223,Stishovite,Akimoto (1969),static
9,1323,Coesite,Akimoto (1969),static
9.6,1323,Stishovite,Akimoto (1969),static
9.2,1473,Coesite,Akimoto (1969),static
9.8,1473,Stishovite,Akimoto (1969),static
221,1400,Seifertite,Kuwayama (2005),static
194,1800,Seifertite,Kuwayama (2005),static
254,1500,Seifertite,Kuwayama (2005),static
257,2000,Seifertite,Kuwayama (2005),static
268,1800,Pyrite-like,Kuwayama (2005),static
271,1400,Pyrite-like,Kuwayama (2005),static
46.7,300,Stishovite,Ono (2002),static
47.5,300,Stishovite,Ono (2002),static
49.7,300,Stishovite,Ono (2002),static
54.1,300,Stishovite,Ono (2002),static
49.1,1332,Stishovite,Ono (2002),static
50.7,1429,Stishovite,Ono (2002),static
51.2,1553,Stishovite,Ono (2002),static
53,1712,Stishovite,Ono (2002),static
54.7,1969,Stishovite,Ono (2002),static
57.4,1951,Stishovite,Ono (2002),static
56.2,1783,Stishovite,Ono (2002),static
55.1,1588,Stishovite,Ono (2002),static
55.4,1531,Stishovite,Ono (2002),static
54,1420,Stishovite,Ono (2002),static
53.8,1327,Stishovite,Ono (2002),static
56.2,1204,Stishovite,Ono (2002),static
55.8,1491,Stishovite,Ono (2002),static
56.5,1642,Stishovite,Ono (2002),static
57.3,1385,Stishovite,Ono (2002),static
57.5,1186,Stishovite,Ono (2002),static
58,1642,Stishovite,Ono (2002),static
59.9,1739,Stishovite,Ono (2002),static
60.8,1898,Stishovite,Ono (2002),static
61.6,1858,Stishovite,Ono (2002),static
62.2,1836,Stishovite,Ono (2002),static
64.8,1765,Stishovite,Ono (2002),static
67,1633,Stishovite,Ono (2002),static
67.5,300,CaCl2-like,Ono (2002),static
72.7,300,CaCl2-like,Ono (2002),static
74.3,300,CaCl2-like,Ono (2002),static
79.7,300,CaCl2-like,Ono (2002),static
82.4,300,CaCl2-like,Ono (2002),static
76.4,1739,CaCl2-like,Ono (2002),static
77.6,1504,CaCl2-like,Ono (2002),static
81.5,1549,CaCl2-like,Ono (2002),static
84.7,1832,CaCl2-like,Ono (2002),static
83.5,2062,CaCl2-like,Ono (2002),static
90.4,2124,CaCl2-like,Ono (2002),static
90.2,2142,CaCl2-like,Ono (2002),static
91.8,2031,CaCl2-like,Ono (2002),static
91.6,1978,CaCl2-like,Ono (2002),static
45.4,2311,Stishovite,Pigott (2015),static
44,2037,Stishovite,Pigott (2015),static
43.5,1944,Stishovite,Pigott (2015),static
44.5,2129,Stishovite,Pigott (2015),static
44.2,2075,Stishovite,Pigott (2015),static
44.1,2070,Stishovite,Pigott (2015),static
42.6,1790,Stishovite,Pigott (2015),static
42.8,1816,Stishovite,Pigott (2015),static
42.8,1819,Stishovite,Pigott (2015),static
42.2,1694,Stishovite,Pigott (2015),static
42.1,1659,Stishovite,Pigott (2015),static
42.1,1676,Stishovite,Pigott (2015),static
41.6,1575,Stishovite,Pigott (2015),static
41.4,1534,Stishovite,Pigott (2015),static
41.6,1563,Stishovite,Pigott (2015),static
41.1,1451,Stishovite,Pigott (2015),static
40.9,1419,Stishovite,Pigott (2015),static
41,1428,Stishovite,Pigott (2015),static
41,1420,Stishovite,Pigott (2015),static
40.8,1387,Stishovite,Pigott (2015),static
40.3,1287,Stishovite,Pigott (2015),static
40.2,1259,Stishovite,Pigott (2015),static
31.9,2166,Stishovite,Pigott (2015),static
31.7,2128,Stishovite,Pigott (2015),static
31.2,2000,Stishovite,Pigott (2015),static
31.1,1986,Stishovite,Pigott (2015),static
31,1976,Stishovite,Pigott (2015),static
31.1,1981,Stishovite,Pigott (2015),static
31,1977,Stishovite,Pigott (2015),static
31.3,2035,Stishovite,Pigott (2015),static
31.3,2042,Stishovite,Pigott (2015),static
30.7,1891,Stishovite,Pigott (2015),static
30.6,1870,Stishovite,Pigott (2015),static
29.9,1713,Stishovite,Pigott (2015),static
29.8,1697,Stishovite,Pigott (2015),static
29.2,1553,Stishovite,Pigott (2015),static
29.2,1531,Stishovite,Pigott (2015),static
29.1,1522,Stishovite,Pigott (2015),static
29.2,1520,Stishovite,Pigott (2015),static
29.2,1520,Stishovite,Pigott (2015),static
28.5,1372,Stishovite,Pigott (2015),static
28.5,1378,Stishovite,Pigott (2015),static
28.5,1362,Stishovite,Pigott (2015),static
28.5,1368,Stishovite,Pigott (2015),static
28.5,1366,Stishovite,Pigott (2015),static
28.5,1369,Stishovite,Pigott (2015),static
28.5,1363,Stishovite,Pigott (2015),static
46.8,2445,Stishovite,Pigott (2015),static
46.3,2341,Stishovite,Pigott (2015),static
45.7,2255,Stishovite,Pigott (2015),static
46.7,2418,Stishovite,Pigott (2015),static
45.6,2201,Stishovite,Pigott (2015),static
45.2,2148,Stishovite,Pigott (2015),static
45.9,2257,Stishovite,Pigott (2015),static
45.6,2219,Stishovite,Pigott (2015),static
45.7,2245,Stishovite,Pigott (2015),static
45.3,2124,Stishovite,Pigott (2015),static
44.9,2066,Stishovite,Pigott (2015),static
45.3,2145,Stishovite,Pigott (2015),static
44.3,1964,Stishovite,Pigott (2015),static
43.8,1835,Stishovite,Pigott (2015),static
44.1,1904,Stishovite,Pigott (2015),static
43.1,1726,Stishovite,Pigott (2015),static
43.3,1730,Stishovite,Pigott (2015),static
43.4,1748,Stishovite,Pigott (2015),static
43,1685,Stishovite,Pigott (2015),static
42.9,1664,Stishovite,Pigott (2015),static
42.3,1538,Stishovite,Pigott (2015),static
42.4,1538,Stishovite,Pigott (2015),static
41.8,1437,Stishovite,Pigott (2015),static
41.5,1346,Stishovite,Pigott (2015),static
41,1254,Stishovite,Pigott (2015),static
21.3,2051,Stishovite,Pigott (2015),static
20.8,1938,Stishovite,Pigott (2015),static
21,1966,Stishovite,Pigott (2015),static
20.9,1962,Stishovite,Pigott (2015),static
20.9,1971,Stishovite,Pigott (2015),static
19.8,1705,Stishovite,Pigott (2015),static
20.3,1815,Stishovite,Pigott (2015),static
20.4,1849,Stishovite,Pigott (2015),static
20.4,1837,Stishovite,Pigott (2015),static
20.7,1927,Stishovite,Pigott (2015),static
20.9,1949,Stishovite,Pigott (2015),static
20.7,1917,Stishovite,Pigott (2015),static
19.8,1685,Stishovite,Pigott (2015),static
19.8,1690,Stishovite,Pigott (2015),static
19.7,1673,Stishovite,Pigott (2015),static
19,1484,Stishovite,Pigott (2015),static
18.9,1472,Stishovite,Pigott (2015),static
19,1457,Stishovite,Pigott (2015),static
18.9,1435,Stishovite,Pigott (2015),static
18.1,1247,Stishovite,Pigott (2015),static
18.2,1254,Stishovite,Pigott (2015),static
19,1988,Stishovite,Pigott (2015),static
18.9,1976,Stishovite,Pigott (2015),static
18.3,1826,Stishovite,Pigott (2015),static
17.8,1692,Stishovite,Pigott (2015),static
17.2,1576,Stishovite,Pigott (2015),static
16.8,1457,Stishovite,Pigott (2015),static
16.9,1472,Stishovite,Pigott (2015),static
16.8,1463,Stishovite,Pigott (2015),static
16.6,1406,Stishovite,Pigott (2015),static
16.6,1406,Stishovite,Pigott (2015),static
16.3,1336,Stishovite,Pigott (2015),static
21.5,1836,Stishovite,Pigott (2015),static
20.7,1596,Stishovite,Pigott (2015),static
19.9,1406,Stishovite,Pigott (2015),static
24.7,2009,Stishovite,Pigott (2015),static
24.2,1854,Stishovite,Pigott (2015),static
23.2,1652,Stishovite,Pigott (2015),static
22.4,1456,Stishovite,Pigott (2015),static
41.5,2210,Stishovite,Pigott (2015),static
40.6,2054,Stishovite,Pigott (2015),static
39.7,1856,Stishovite,Pigott (2015),static
39.2,1735,Stishovite,Pigott (2015),static
38.7,1641,Stishovite,Pigott (2015),static
38,1479,Stishovite,Pigott (2015),static
41.5,2158,Stishovite,Pigott (2015),static
40.9,2038,Stishovite,Pigott (2015),static
40.3,1934,Stishovite,Pigott (2015),static
39.3,1714,Stishovite,Pigott (2015),static
38.5,1545,Stishovite,Pigott (2015),static
44.6,2095,Stishovite,Pigott (2015),static
44.5,2043,Stishovite,Pigott (2015),static
44.5,2042,Stishovite,Pigott (2015),static
43.7,1857,Stishovite,Pigott (2015),static
43,1711,Stishovite,Pigott (2015),static
42.6,1596,Stishovite,Pigott (2015),static
42.1,1480,Stishovite,Pigott (2015),static
46,2003,Stishovite,Pigott (2015),static
45.6,1928,Stishovite,Pigott (2015),static
45.1,1794,Stishovite,Pigott (2015),static
44.8,1736,Stishovite,Pigott (2015),static
44.2,1593,Stishovite,Pigott (2015),static
43.8,1502,Stishovite,Pigott (2015),static
36.2,300,Stishovite,Pigott (2015),static
24.6,300,Stishovite,Pigott (2015),static
36.9,300,Stishovite,Pigott (2015),static
14.8,300,Stishovite,Pigott (2015),static
12.6,300,Stishovite,Pigott (2015),static
16.1,300,Stishovite,Pigott (2015),static
18,300,Stishovite,Pigott (2015),static
33.2,300,Stishovite,Pigott (2015),static
33.5,300,Stishovite,Pigott (2015),static
37.5,300,Stishovite,Pigott (2015),static
38.9,300,Stishovite,Pigott (2015),static
14.5,603,Stishovite,Yamazaki (2014),static
15.7,900,Stishovite,Yamazaki (2014),static
16.7,1200,Stishovite,Yamazaki (2014),static
18.8,1300,Stishovite,Yamazaki (2014),static
18,1500,Stishovite,Yamazaki (2014),static
28.4,1200,Stishovite,Yamazaki (2014),static
27.3,900,Stishovite,Yamazaki (2014),static
26.1,600,Stishovite,Yamazaki (2014),static
34.3,600,Stishovite,Yamazaki (2014),static
35.3,900,Stishovite,Yamazaki (2014),static
36.3,1200,Stishovite,Yamazaki (2014),static
43.1,1200,Stishovite,Yamazaki (2014),static
42.2,900,Stishovite,Yamazaki (2014),static
41.6,600,Stishovite,Yamazaki (2014),static
46.9,600,Stishovite,Yamazaki (2014),static
47.8,900,Stishovite,Yamazaki (2014),static
48.6,1200,Stishovite,Yamazaki (2014),static
55.7,600,Mix (Stishovite + CaCl2-like),Yamazaki (2014),static
56.7,900,Mix (Stishovite + CaCl2-like),Yamazaki (2014),static
57.3,1200,Mix (Stishovite + CaCl2-like),Yamazaki (2014),static
63.1,600,CaCl2-like,Yamazaki (2014),static
68.2,600,CaCl2-like,Yamazaki (2014),static
76.3,600,CaCl2-like,Yamazaki (2014),static
84.9,600,CaCl2-like,Yamazaki (2014),static
90.2,600,CaCl2-like,Yamazaki (2014),static
96.1,600,CaCl2-like,Yamazaki (2014),static
101.8,600,CaCl2-like,Yamazaki (2014),static
105.7,600,CaCl2-like,Yamazaki (2014),static
109.6,600,CaCl2-like,Yamazaki (2014),static
63.7,900,CaCl2-like,Yamazaki (2014),static
68.8,900,CaCl2-like,Yamazaki (2014),static
76.9,900,CaCl2-like,Yamazaki (2014),static
84.5,900,CaCl2-like,Yamazaki (2014),static
90,900,CaCl2-like,Yamazaki (2014),static
96.3,900,CaCl2-like,Yamazaki (2014),static
101.8,900,CaCl2-like,Yamazaki (2014),static
105.7,900,CaCl2-like,Yamazaki (2014),static
109,900,CaCl2-like,Yamazaki (2014),static
106.1,1200,CaCl2-like,Yamazaki (2014),static
69.4,1200,CaCl2-like,Yamazaki (2014),static
63.9,1200,CaCl2-like,Yamazaki (2014),static
19.3,1300,Stishovite,Wang (2012),static
18.9,1100,Stishovite,Wang (2012),static
18.5,900,Stishovite,Wang (2012),static
17.9,700,Stishovite,Wang (2012),static
17.5,500,Stishovite,Wang (2012),static
16.9,300,Stishovite,Wang (2012),static
25.6,1300,Stishovite,Wang (2012),static
25,1100,Stishovite,Wang (2012),static
24.6,900,Stishovite,Wang (2012),static
24.1,700,Stishovite,Wang (2012),static
23.4,500,Stishovite,Wang (2012),static
23.1,300,Stishovite,Wang (2012),static
30.9,1300,Stishovite,Wang (2012),static
30.3,1100,Stishovite,Wang (2012),static
30,900,Stishovite,Wang (2012),static
29.5,700,Stishovite,Wang (2012),static
29.1,500,Stishovite,Wang (2012),static
28.5,300,Stishovite,Wang (2012),static
38.5,1700,Stishovite,Wang (2012),static
37.7,1500,Stishovite,Wang (2012),static
37.4,1300,Stishovite,Wang (2012),static
36.7,1100,Stishovite,Wang (2012),static
36.4,900,Stishovite,Wang (2012),static
35.9,700,Stishovite,Wang (2012),static
35.1,500,Stishovite,Wang (2012),static
34.2,300,Stishovite,Wang (2012),static
40.4,1700,Stishovite,Wang (2012),static
40.1,1500,Stishovite,Wang (2012),static
39.3,1300,Stishovite,Wang (2012),static
39,1100,Stishovite,Wang (2012),static
38.5,900,Stishovite,Wang (2012),static
38,700,Stishovite,Wang (2012),static
37.4,500,Stishovite,Wang (2012),static
36.8,300,Stishovite,Wang (2012),static
46.1,1700,Stishovite,Wang (2012),static
45.9,1500,Stishovite,Wang (2012),static
45.6,1300,Stishovite,Wang (2012),static
44.9,1100,Stishovite,Wang (2012),static
44.5,900,Stishovite,Wang (2012),static
43.9,700,Stishovite,Wang (2012),static
43.3,500,Stishovite,Wang (2012),static
42.5,300,Stishovite,Wang (2012),static
48.1,1700,Stishovite,Wang (2012),static
47.8,1500,Stishovite,Wang (2012),static
47.4,1300,Stishovite,Wang (2012),static
47.3,1100,Stishovite,Wang (2012),static
47.1,900,Stishovite,Wang (2012),static
47.1,700,Stishovite,Wang (2012),static
46.6,500,Stishovite,Wang (2012),static
46.2,300,Stishovite,Wang (2012),static
54.4,1300,Stishovite,Wang (2012),static
54.5,1100,Stishovite,Wang (2012),static
54.4,900,Stishovite,Wang (2012),static
54,700,Stishovite,Wang (2012),static
53.7,500,Stishovite,Wang (2012),static
53.4,300,Stishovite,Wang (2012),static
72.9,2230,CaCl2-like,Nomura (2010),static
74.5,2490,Stishovite,Nomura (2010),static
59.7,300,CaCl2-like,Nomura (2010),static
65.4,1860,Stishovite,Nomura (2010),static
63.6,1550,Stishovite,Nomura (2010),static
63.1,1470,Stishovite,Nomura (2010),static
56.3,300,CaCl2-like,Nomura (2010),static
65.8,1610,CaCl2-like,Nomura (2010),static
66.6,1780,CaCl2-like,Nomura (2010),static
67.9,1940,Stishovite,Nomura (2010),static
57.1,300,CaCl2-like,Nomura (2010),static
54,300,CaCl2-like,Nomura (2010),static
68.3,1940,Stishovite,Nomura (2010),static
70,2260,Stishovite,Nomura (2010),static
55.5,300,CaCl2-like,Nomura (2010),static
51.2,300,Mix (Stishovite + CaCl2-like),Nomura (2010),static
59.3,1890,Stishovite,Nomura (2010),static
44.6,300,Stishovite,Nomura (2010),static
14,2728,Stishovite,Andrault (2022),static
25,3754,Stishovite,Andrault (2022),static
28,3671,Stishovite,Andrault (2022),static
37,4636,Stishovite,Andrault (2022),static
37,4519,Stishovite,Andrault (2022),static
40,4866,Stishovite,Andrault (2022),static
42,4866,Stishovite,Andrault (2022),static
38,4479,Stishovite,Andrault (2022),static
36,4321,Stishovite,Andrault (2022),static
46,4713,Stishovite,Andrault (2022),static
55,4713,Stishovite,Andrault (2022),static
60,4790,Stishovite,Andrault (2022),static
66,5018,Stishovite,Andrault (2022),static
74,4790,Stishovite,Andrault (2022),static
102,5533,CaCl2-like,Andrault (2022),static
101,5461,CaCl2-like,Andrault (2022),static
117,6095,CaCl2-like,Andrault (2022),static
114,5888,CaCl2-like,Andrault (2022),static
14,2904,Liquid,Andrault (2022),static
25,4000,Liquid,Andrault (2022),static
28,4000,Liquid,Andrault (2022),static
37,4866,Liquid,Andrault (2022),static
37,4713,Liquid,Andrault (2022),static
40,4942,Liquid,Andrault (2022),static
42,5093,Liquid,Andrault (2022),static
38,4713,Liquid,Andrault (2022),static
36,4479,Liquid,Andrault (2022),static
46,5018,Liquid,Andrault (2022),static
55,5018,Liquid,Andrault (2022),static
60,5093,Liquid,Andrault (2022),static
66,5241,Liquid,Andrault (2022),static
74,5093,Liquid,Andrault (2022),static
102,5676,Liquid,Andrault (2022),static
101,5605,Liquid,Andrault (2022),static
117,6231,Liquid,Andrault (2022),static
114,6026,Liquid,Andrault (2022),static
4.8,300,Stishovite,Nishihara (2005),static
7.5,300,Stishovite,Nishihara (2005),static
10.7,300,Stishovite,Nishihara (2005),static
13.6,300,Stishovite,Nishihara (2005),static
14.6,300,Stishovite,Nishihara (2005),static
16.2,300,Stishovite,Nishihara (2005),static
17.9,300,Stishovite,Nishihara (2005),static
19.5,300,Stishovite,Nishihara (2005),static
21.2,300,Stishovite,Nishihara (2005),static
5,473,Stishovite,Nishihara (2005),static
7.8,473,Stishovite,Nishihara (2005),static
11,473,Stishovite,Nishihara (2005),static
13.8,473,Stishovite,Nishihara (2005),static
14.9,473,Stishovite,Nishihara (2005),static
16.4,473,Stishovite,Nishihara (2005),static
18.1,473,Stishovite,Nishihara (2005),static
19.8,473,Stishovite,Nishihara (2005),static
21.5,473,Stishovite,Nishihara (2005),static
5.5,673,Stishovite,Nishihara (2005),static
8.2,673,Stishovite,Nishihara (2005),static
11.4,673,Stishovite,Nishihara (2005),static
14.2,673,Stishovite,Nishihara (2005),static
15.3,673,Stishovite,Nishihara (2005),static
16.8,673,Stishovite,Nishihara (2005),static
18.4,673,Stishovite,Nishihara (2005),static
20.1,673,Stishovite,Nishihara (2005),static
21.8,673,Stishovite,Nishihara (2005),static
6,873,Stishovite,Nishihara (2005),static
8.8,873,Stishovite,Nishihara (2005),static
11.9,873,Stishovite,Nishihara (2005),static
14.7,873,Stishovite,Nishihara (2005),static
15.7,873,Stishovite,Nishihara (2005),static
17.3,873,Stishovite,Nishihara (2005),static
18.8,873,Stishovite,Nishihara (2005),static
20.5,873,Stishovite,Nishihara (2005),static
22.1,873,Stishovite,Nishihara (2005),static
9.3,1073,Stishovite,Nishihara (2005),static
12.4,1073,Stishovite,Nishihara (2005),static
15,1073,Stishovite,Nishihara (2005),static
16.1,1073,Stishovite,Nishihara (2005),static
17.6,1073,Stishovite,Nishihara (2005),static
19.2,1073,Stishovite,Nishihara (2005),static
20.9,1073,Stishovite,Nishihara (2005),static
22.5,1073,Stishovite,Nishihara (2005),static
