Pressure,Temperature,Phase,Author,Method
8,839,Coesite,Suito (1977),static
8.5,873,Coesite,Suito (1977),static
8.6,940,Coesite,Suito (1977),static
7.7,941,Coesite,Suito (1977),static
8.7,1007,Coesite,Suito (1977),static
7.8,1007,Coesite,Suito (1977),static
8.7,1072,Coesite,Suito (1977),static
9.7,1138,Coesite,Suito (1977),static
9,873,Coesite,Suito (1977),static
9.1,940,Coesite,Suito (1977),static
9.2,1007,Coesite,Suito (1977),static
9.2,1073,Coesite,Suito (1977),static
9.9,1140,Coesite,Suito (1977),static
9,873,Coesite,Suito (1977),static
9.1,940,Coesite,Suito (1977),static
9.2,1007,Coesite,Suito (1977),static
9.2,1073,Coesite,Suito (1977),static
9.9,1140,Coesite,Suito (1977),static
10,873,Stishovite,Suito (1977),static
10.1,940,Stishovite,Suito (1977),static
10.2,1007,Stishovite,Suito (1977),static
10.2,1073,Stishovite,Suito (1977),static
10.9,1140,Stishovite,Suito (1977),static
10,873,Stishovite,Suito (1977),static
10.1,940,Stishovite,Suito (1977),static
10.2,1007,Stishovite,Suito (1977),static
10.2,1073,Stishovite,Suito (1977),static
10.9,1140,Stishovite,Suito (1977),static
12.4,939,Stishovite,Suito (1977),static
10.4,1272,Stishovite,Suito (1977),static
10.4,1208,Stishovite,Suito (1977),static
78,5750,Liquid,Geng (2023),theory
69,5750,Liquid,Geng (2023),theory
59,5750,Liquid,Geng (2023),theory
60,5500,Liquid,Geng (2023),theory
55,5500,Liquid,Geng (2023),theory
48,5500,Liquid,Geng (2023),theory
43,5500,Liquid,Geng (2023),theory
55,5250,Liquid,Geng (2023),theory
41,5250,Liquid,Geng (2023),theory
37,5250,Liquid,Geng (2023),theory
45,5000,Liquid,Geng (2023),theory
100,5500,Stishovite,Geng (2023),theory
85,5500,Stishovite,Geng (2023),theory
70,5500,Stishovite,Geng (2023),theory
55,5500,Stishovite,Geng (2023),theory
100,5250,Stishovite,Geng (2023),theory
86,5250,Stishovite,Geng (2023),theory
62,5250,Stishovite,Geng (2023),theory
58,5250,Stishovite,Geng (2023),theory
90,6000,Liquid,Geng (2023),theory
100,6000,Liquid,Geng (2023),theory
100,6250,Liquid,Geng (2023),theory
111,6250,Liquid,Geng (2023),theory
131,6250,Liquid,Geng (2023),theory
146,6500,Liquid,Geng (2023),theory
81,5750,CaCl2-like,Geng (2023),theory
75,5750,CaCl2-like,Geng (2023),theory
141,6250,CaCl2-like,Geng (2023),theory
156,6250,CaCl2-like,Geng (2023),theory
158,6000,CaCl2-like,Geng (2023),theory
136,6000,CaCl2-like,Geng (2023),theory
117,6000,CaCl2-like,Geng (2023),theory
102,6000,CaCl2-like,Geng (2023),theory
182,6250,CaCl2-like,Geng (2023),theory
180,6000,CaCl2-like,Geng (2023),theory
214,6500,Seifertite,Geng (2023),theory
141,6500,Liquid,Geng (2023),theory
161,6750,Liquid,Geng (2023),theory
179,6750,Liquid,Geng (2023),theory
180,7000,Liquid,Geng (2023),theory
164,7000,Liquid,Geng (2023),theory
14,2700,Stishovite,Usui (2010),theory
14,3000,Stishovite,Usui (2010),theory
14,3300,Stishovite,Usui (2010),theory
16,3600,Stishovite,Usui (2010),theory
20,3900,Liquid,Usui (2010),theory
18,2700,Stishovite,Usui (2010),theory
20,3000,Stishovite,Usui (2010),theory
20,3300,Liquid,Usui (2010),theory
22,3600,Liquid,Usui (2010),theory
23,3900,Liquid,Usui (2010),theory
34,4300,Stishovite,Usui (2010),theory
46,4600,Stishovite,Usui (2010),theory
40,4800,Stishovite,Usui (2010),theory
46,5000,Liquid,Usui (2010),theory
51,5200,Liquid,Usui (2010),theory
28,4300,Stishovite,Usui (2010),theory
33,4600,Stishovite,Usui (2010),theory
36,4800,Stishovite,Usui (2010),theory
40,5000,Stishovite,Usui (2010),theory
50,5200,Liquid,Usui (2010),theory
61,4600,Stishovite,Usui (2010),theory
63,5000,Stishovite,Usui (2010),theory
66,5300,Liquid,Usui (2010),theory
73,5600,Liquid,Usui (2010),theory
61,4600,Stishovite,Usui (2010),theory
59,5000,Stishovite,Usui (2010),theory
62,5300,Stishovite,Usui (2010),theory
77,5600,Liquid,Usui (2010),theory
104,5200,CaCl2-like,Usui (2010),theory
107,5800,Liquid,Usui (2010),theory
100,5500,CaCl2-like,Usui (2010),theory
108,5800,Liquid,Usui (2010),theory
140,5400,Seifertite,Usui (2010),theory
135,5700,CaCl2-like,Usui (2010),theory
144,6000,Liquid,Usui (2010),theory
152,5100,Seifertite,Usui (2010),theory
155,5400,Seifertite,Usui (2010),theory
155,5700,Seifertite,Usui (2010),theory
145,6000,Liquid,Usui (2010),theory
152,6500,Pyrite-like,Geng (2023),theory
178,6500,Pyrite-like,Geng (2023),theory
173,6750,Pyrite-like,Geng (2023),theory
194,6750,Pyrite-like,Geng (2023),theory
218,6750,Pyrite-like,Geng (2023),theory
245,6750,Pyrite-like,Geng (2023),theory
248,7000,Pyrite-like,Geng (2023),theory
224,7000,Pyrite-like,Geng (2023),theory
224,7250,Pyrite-like,Geng (2023),theory
251,7250,Pyrite-like,Geng (2023),theory
289,7250,Pyrite-like,Geng (2023),theory
282,7500,Pyrite-like,Geng (2023),theory
284,7500,Pyrite-like,Geng (2023),theory
314,7500,Pyrite-like,Geng (2023),theory
319,7750,Pyrite-like,Geng (2023),theory
330,8000,Pyrite-like,Geng (2023),theory
357,8000,Pyrite-like,Geng (2023),theory
399,8000,Pyrite-like,Geng (2023),theory
441,8000,Pyrite-like,Geng (2023),theory
400,8250,Pyrite-like,Geng (2023),theory
399,8250,Pyrite-like,Geng (2023),theory
443,8250,Pyrite-like,Geng (2023),theory
443,8250,Pyrite-like,Geng (2023),theory
546,8500,Pyrite-like,Geng (2023),theory
494,8500,Pyrite-like,Geng (2023),theory
206,7000,Liquid,Geng (2023),theory
250,7250,Liquid,Geng (2023),theory
228,7250,Liquid,Geng (2023),theory
205,7250,Liquid,Geng (2023),theory
209,7500,Liquid,Geng (2023),theory
249,7500,Liquid,Geng (2023),theory
229,7500,Liquid,Geng (2023),theory
280,7500,Liquid,Geng (2023),theory
311,7750,Liquid,Geng (2023),theory
283,7750,Liquid,Geng (2023),theory
257,7750,Liquid,Geng (2023),theory
306,8000,Liquid,Geng (2023),theory
286,8000,Liquid,Geng (2023),theory
373,8250,Liquid,Geng (2023),theory
376,8250,Liquid,Geng (2023),theory
348,8250,Liquid,Geng (2023),theory
347,8250,Liquid,Geng (2023),theory
385,8500,Liquid,Geng (2023),theory
422,8500,Liquid,Geng (2023),theory
463,8500,Liquid,Geng (2023),theory
3.73,1983,Quartz,Boyd (1960),static
3.76,1983,Quartz,Boyd (1960),static
3.91,1998,Quartz,Boyd (1960),static
4.03,1998,Quartz,Boyd (1960),static
3.91,1968,Coesite,Boyd (1960),static
4.03,1968,Coesite,Boyd (1960),static
3.57,1783,Quartz,Boyd (1960),static
3.7,1813,Coesite,Boyd (1960),static
3.7,1723,Coesite,Boyd (1960),static
3.37,1613,Quartz,Boyd (1960),static
3.5,1613,Quartz,Boyd (1960),static
3.63,1613,Coesite,Boyd (1960),static
3.25,1473,Quartz,Boyd (1960),static
3.25,1493,Coesite,Boyd (1960),static
3,1383,Quartz,Boyd (1960),static
3.17,1373,Coesite,Boyd (1960),static
3.17,1393,Quartz,Boyd (1960),static
3.3,1413,Quartz,Boyd (1960),static
3.3,1393,Coesite,Boyd (1960),static
3.42,1383,Coesite,Boyd (1960),static
3.05,1288,Quartz,Boyd (1960),static
3.05,1268,Coesite,Boyd (1960),static
2.84,1178,Quartz,Boyd (1960),static
2.97,1188,Quartz,Boyd (1960),static
3.1,1188,Quartz,Boyd (1960),static
2.97,1168,Coesite,Boyd (1960),static
3.1,1168,Coesite,Boyd (1960),static
3,1123,Coesite,Boyd (1960),static
2.84,1078,Quartz,Boyd (1960),static
2.61,988,Quartz,Boyd (1960),static
2.61,968,Coesite,Boyd (1960),static
2.74,978,Quartz,Boyd (1960),static
2.94,988,Coesite,Boyd (1960),static
2.94,968,Quartz,Boyd (1960),static
3,1178,Quartz,Boyd (1960),static
3.05,1178,Quartz,Boyd (1960),static
0.43,961,Quartz,Cohen (1967),static
0.65,1014,Quartz,Cohen (1967),static
0.69,1026,Quartz,Cohen (1967),static
0.76,1052,Quartz,Cohen (1967),static
0.76,1040,Quartz,Cohen (1967),static
0.85,1060,Quartz,Cohen (1967),static
0.88,1073,Quartz,Cohen (1967),static
0.95,1100,Quartz,Cohen (1967),static
1,1108,Quartz,Cohen (1967),static
1.08,1121,Quartz,Cohen (1967),static
1.07,1133,Quartz,Cohen (1967),static
1.09,1128,Quartz,Cohen (1967),static
1.15,1131,Quartz,Cohen (1967),static
1.2,1139,Quartz,Cohen (1967),static
1.19,1151,Quartz,Cohen (1967),static
1.27,1158,Quartz,Cohen (1967),static
1.34,1192,Quartz,Cohen (1967),static
1.4,1202,Quartz,Cohen (1967),static
1.39,1191,Quartz,Cohen (1967),static
1.46,1197,Quartz,Cohen (1967),static
1.45,1209,Quartz,Cohen (1967),static
1.61,1238,Quartz,Cohen (1967),static
1.71,1253,Quartz,Cohen (1967),static
1.74,1258,Quartz,Cohen (1967),static
1.8,1291,Quartz,Cohen (1967),static
1.83,1308,Quartz,Cohen (1967),static
1.98,1308,Quartz,Cohen (1967),static
2,1314,Quartz,Cohen (1967),static
2.04,1351,Quartz,Cohen (1967),static
2.12,1361,Quartz,Cohen (1967),static
2.24,1385,Quartz,Cohen (1967),static
2.3,1407,Quartz,Cohen (1967),static
2.36,1398,Quartz,Cohen (1967),static
2.37,1395,Quartz,Cohen (1967),static
2.48,1413,Quartz,Cohen (1967),static
2.56,1430,Quartz,Cohen (1967),static
2.48,1431,Quartz,Cohen (1967),static
2.65,1469,Quartz,Cohen (1967),static
2.8,1486,Quartz,Cohen (1967),static
2.88,1484,Quartz,Cohen (1967),static
3,1521,Quartz,Cohen (1967),static
3.02,1539,Quartz,Cohen (1967),static
3.12,1558,Quartz,Cohen (1967),static
3.25,1578,Quartz,Cohen (1967),static
3.38,1611,Quartz,Cohen (1967),static
3.39,1620,Quartz,Cohen (1967),static
3.49,1629,Quartz,Cohen (1967),static
3.51,1638,Quartz,Cohen (1967),static
2.63,875,Quartz,Mirwald (1980),static
2.82,1074,Quartz,Mirwald (1980),static
2.96,1273,Quartz,Mirwald (1980),static
3.1,1335,Quartz,Mirwald (1980),static
3.11,1373,Quartz,Mirwald (1980),static
3.2,1475,Quartz,Mirwald (1980),static
3.06,1475,Quartz,Mirwald (1980),static
3.34,1572,Quartz,Mirwald (1980),static
3.44,1671,Quartz,Mirwald (1980),static
3.3,1714,Quartz,Mirwald (1980),static
3.56,1738,Quartz,Mirwald (1980),static
2.68,875,Coesite,Mirwald (1980),static
2.87,1074,Coesite,Mirwald (1980),static
3.11,1273,Coesite,Mirwald (1980),static
3.33,1278,Coesite,Mirwald (1980),static
3.13,1332,Coesite,Mirwald (1980),static
3.15,1373,Coesite,Mirwald (1980),static
3.2,1422,Coesite,Mirwald (1980),static
3.27,1472,Coesite,Mirwald (1980),static
3.36,1475,Coesite,Mirwald (1980),static
3.38,1448,Coesite,Mirwald (1980),static
3.32,1524,Coesite,Mirwald (1980),static
3.36,1572,Coesite,Mirwald (1980),static
3.48,1669,Coesite,Mirwald (1980),static
3.54,1712,Coesite,Mirwald (1980),static
3.56,1735,Coesite,Mirwald (1980),static
3.62,1773,Coesite,Mirwald (1980),static
3.71,1845,Coesite,Mirwald (1980),static
9.2,1273,Coesite,Zhang (1993),static
9.6,1243,Stishovite,Zhang (1993),static
9.6,1303,Coesite,Zhang (1993),static
9.6,1673,Coesite,Zhang (1993),static
10,1643,Stishovite,Zhang (1993),static
10,1703,Coesite,Zhang (1993),static
11,2243,Stishovite,Zhang (1993),static
11,2303,Coesite,Zhang (1993),static
11,2923,Coesite,Zhang (1993),static
11.3,2243,Stishovite,Zhang (1993),static
11.3,2303,Coesite,Zhang (1993),static
12,2623,Coesite,Zhang (1993),static
12,3063,Liquid,Zhang (1993),static
12,2983,Coesite,Zhang (1993),static
12.3,2673,Coesite,Zhang (1993),static
12.3,2573,Stishovite,Zhang (1993),static
12.5,2623,Stishovite,Zhang (1993),static
13,2843,Coesite,Zhang (1993),static
13,2743,Stishovite,Zhang (1993),static
13,3073,Liquid,Zhang (1993),static
13,2973,Coesite,Zhang (1993),static
13.5,3073,Liquid,Zhang (1993),static
13.25,2973,Coesite,Zhang (1993),static
13.75,2973,Stishovite,Zhang (1993),static
13.8,3073,Liquid,Zhang (1993),static
13.8,2973,Stishovite,Zhang (1993),static
13.8,3073,Liquid,Zhang (1993),static
13.8,2973,Stishovite,Zhang (1993),static
14,2898,Stishovite,Zhang (1993),static
14,3178,Liquid,Zhang (1993),static
14,3078,Stishovite,Zhang (1993),static
2.71,773,Quartz,Bose (1995),static
2.74,773,Coesite,Bose (1995),static
2.82,873,Coesite,Bose (1995),static
2.78,873,Quartz,Bose (1995),static
2.85,973,Quartz,Bose (1995),static
2.88,973,Coesite,Bose (1995),static
2.96,1073,Coesite,Bose (1995),static
2.92,1073,Quartz,Bose (1995),static
2.98,1173,Quartz,Bose (1995),static
3.01,1173,Coesite,Bose (1995),static
3.06,1273,Quartz,Bose (1995),static
3.09,1273,Coesite,Bose (1995),static
3.11,1373,Quartz,Bose (1995),static
3.15,1373,Coesite,Bose (1995),static
3.2,1473,Quartz,Bose (1995),static
3.24,1473,Coesite,Bose (1995),static
1,2163,Quartz,Hudon (2002),static
1,2143,Quartz,Hudon (2002),static
1,2203,Liquid,Hudon (2002),static
1,2183,Liquid,Hudon (2002),static
1.5,2198,Quartz,Hudon (2002),static
1.5,2258,Liquid,Hudon (2002),static
1.5,2198,Quartz,Hudon (2002),static
1.5,2297,Liquid,Hudon (2002),static
1.5,2237,Quartz,Hudon (2002),static
1.5,2286,Quartz,Hudon (2002),static
1.5,2336,Liquid,Hudon (2002),static
1.5,2276,Quartz,Hudon (2002),static
1.5,2326,Liquid,Hudon (2002),static
2,2443,Liquid,Hudon (2002),static
2,2383,Quartz,Hudon (2002),static
2,2433,Liquid,Hudon (2002),static
2,2453,Liquid,Hudon (2002),static
-0.07,3000,Liquid,Karki (2007),static
-0.01,4000,Liquid,Karki (2007),static
1.07,5000,Liquid,Karki (2007),static
2.48,6000,Liquid,Karki (2007),static
0.44,3000,Liquid,Karki (2007),static
1.52,4000,Liquid,Karki (2007),static
2.26,5000,Liquid,Karki (2007),static
3.84,6000,Liquid,Karki (2007),static
7.24,6000,Liquid,Karki (2007),static
4.98,5000,Liquid,Karki (2007),static
4.58,4000,Liquid,Karki (2007),static
4.35,3000,Liquid,Karki (2007),static
10.82,3000,Liquid,Karki (2007),static
11.38,4000,Liquid,Karki (2007),static
11.44,5000,Liquid,Karki (2007),static
14.39,6000,Liquid,Karki (2007),static
30.71,6000,Liquid,Karki (2007),static
25.73,5000,Liquid,Karki (2007),static
23.8,4000,Liquid,Karki (2007),static
20.68,3000,Liquid,Karki (2007),static
25.61,3000,Liquid,Karki (2007),static
32.47,4000,Liquid,Karki (2007),static
44.77,5000,Liquid,Karki (2007),static
49.42,6000,Liquid,Karki (2007),static
54.64,5000,Liquid,Karki (2007),static
44.89,4000,Liquid,Karki (2007),static
68.13,6000,Liquid,Karki (2007),static
