Pressure,Temperature,Phase,Author,Method,
57.3,1400,hcp,Hou (2021),static,
57.9,1527,hcp,Hou (2021),static,
58.2,1599,hcp,Hou (2021),static,
58.6,1684,hcp,Hou (2021),static,
59,1763,hcp,Hou (2021),static,
59.5,1866,hcp,Hou (2021),static,
60,1963,hcp,Hou (2021),static,
60.3,2035,hcp,Hou (2021),static,
60.9,2159,hcp,Hou (2021),static,
61.5,2308,hcp,Hou (2021),static,
62.3,2486,hcp,Hou (2021),static,
63.2,2731,fcc,Hou (2021),static,
64.1,3015,fcc,Hou (2021),static,
64.5,3204,liquid,Hou (2021),static,
64.6,3210,liquid,Hou (2021),static,
64.5,3196,liquid,Hou (2021),static,
64.6,3224,liquid,Hou (2021),static,
60.2,1274,hcp,Hou (2021),static,
60.5,1339,hcp,Hou (2021),static,
61.1,1459,hcp,Hou (2021),static,
61.8,1602,hcp,Hou (2021),static,
62.4,1731,hcp,Hou (2021),static,
63.1,1870,hcp,Hou (2021),static,
63.9,2040,hcp,Hou (2021),static,
65,2281,hcp,Hou (2021),static,
65.9,2505,hcp,Hou (2021),static,
67,2785,hcp,Hou (2021),static,
67,2784,fcc,Hou (2021),static,
67.2,2828,fcc,Hou (2021),static,
67.3,2867,fcc,Hou (2021),static,
68.3,3220,fcc,Hou (2021),static,
68.4,3256,liquid,Hou (2021),static,
68.4,3289,liquid,Hou (2021),static,
62.2,1372,hcp,Hou (2021),static,
62.5,1439,hcp,Hou (2021),static,
62.9,1517,hcp,Hou (2021),static,
63.3,1600,hcp,Hou (2021),static,
63.7,1689,hcp,Hou (2021),static,
64.1,1779,hcp,Hou (2021),static,
64.6,1873,hcp,Hou (2021),static,
65,1958,hcp,Hou (2021),static,
65.3,2030,hcp,Hou (2021),static,
65.6,2092,hcp,Hou (2021),static,
65.8,2120,hcp,Hou (2021),static,
66,2174,hcp,Hou (2021),static,
66.2,2222,hcp,Hou (2021),static,
66.5,2286,hcp,Hou (2021),static,
66.8,2357,hcp,Hou (2021),static,
67.1,2427,hcp,Hou (2021),static,
67.4,2497,hcp,Hou (2021),static,
67.8,2580,hcp,Hou (2021),static,
68.1,2651,hcp,Hou (2021),static,
68.4,2736,hcp,Hou (2021),static,
68.7,2832,hcp,Hou (2021),static,
69,2915,hcp,Hou (2021),static,
69.4,3041,hcp,Hou (2021),static,
70.1,3351,liquid,Hou (2021),static,
70,3306,liquid,Hou (2021),static,
70.1,3332,liquid,Hou (2021),static,
81.5,1574,hcp,Hou (2021),static,
82,1675,hcp,Hou (2021),static,
82.3,1739,hcp,Hou (2021),static,
83.2,1923,hcp,Hou (2021),static,
84.2,2128,hcp,Hou (2021),static,
85.3,2341,hcp,Hou (2021),static,
86,2489,hcp,Hou (2021),static,
87,2705,hcp,Hou (2021),static,
88.7,3138,hcp,Hou (2021),static,
88.9,3191,hcp,Hou (2021),static,
89.3,3326,hcp,Hou (2021),static,
89.8,3495,liquid,Hou (2021),static,
83.5,1304,hcp,Hou (2021),static,
84,1421,hcp,Hou (2021),static,
84.5,1511,hcp,Hou (2021),static,
84.9,1600,hcp,Hou (2021),static,
85.3,1692,hcp,Hou (2021),static,
85.7,1769,hcp,Hou (2021),static,
86.3,1882,hcp,Hou (2021),static,
86.7,1965,hcp,Hou (2021),static,
87.2,2060,hcp,Hou (2021),static,
87.4,2098,hcp,Hou (2021),static,
90.7,2914,hcp,Hou (2021),static,
91.4,3111,hcp,Hou (2021),static,
91.6,3149,hcp,Hou (2021),static,
91.9,3240,hcp,Hou (2021),static,
91.9,3251,hcp,Hou (2021),static,
92.3,3387,hcp,Hou (2021),static,
92.1,3318,hcp,Hou (2021),static,
92.5,3449,hcp,Hou (2021),static,
92.5,3456,hcp,Hou (2021),static,
92.9,3608,hcp,Hou (2021),static,
92.8,3582,hcp,Hou (2021),static,
93.1,3635,liquid,Hou (2021),static,
93,3654,liquid,Hou (2021),static,
83.1,1220,hcp,Hou (2021),static,
83.5,1314,hcp,Hou (2021),static,
83.9,1398,hcp,Hou (2021),static,
84.3,1480,hcp,Hou (2021),static,
84.7,1553,hcp,Hou (2021),static,
85,1625,hcp,Hou (2021),static,
85.4,1706,hcp,Hou (2021),static,
85.8,1780,hcp,Hou (2021),static,
86.2,1862,hcp,Hou (2021),static,
86.6,1939,hcp,Hou (2021),static,
86.9,2014,hcp,Hou (2021),static,
87.3,2088,hcp,Hou (2021),static,
87.7,2166,hcp,Hou (2021),static,
88.1,2247,hcp,Hou (2021),static,
88.6,2363,hcp,Hou (2021),static,
89,2446,hcp,Hou (2021),static,
89.4,2525,hcp,Hou (2021),static,
89.6,2585,hcp,Hou (2021),static,
89.9,2645,hcp,Hou (2021),static,
90,2675,hcp,Hou (2021),static,
90.5,2789,hcp,Hou (2021),static,
90.9,2877,hcp,Hou (2021),static,
91.3,3007,hcp,Hou (2021),static,
91.5,3048,hcp,Hou (2021),static,
91.8,3148,hcp,Hou (2021),static,
91.9,3178,hcp,Hou (2021),static,
92.2,3275,hcp,Hou (2021),static,
92.3,3295,hcp,Hou (2021),static,
92.2,3263,hcp,Hou (2021),static,
92.5,3382,hcp,Hou (2021),static,
92.9,3549,hcp,Hou (2021),static,
93.1,3635,liquid,Hou (2021),static,
93,3654,liquid,Hou (2021),static,
119.4,1714,hcp,Hou (2021),static,
120.5,1938,hcp,Hou (2021),static,
121.5,2114,hcp,Hou (2021),static,
122.2,2257,hcp,Hou (2021),static,
123.4,2483,hcp,Hou (2021),static,
124,2605,hcp,Hou (2021),static,
124.7,2756,hcp,Hou (2021),static,
125.3,2894,hcp,Hou (2021),static,
126,3032,hcp,Hou (2021),static,
126.4,3128,hcp,Hou (2021),static,
126.9,3246,hcp,Hou (2021),static,
127.3,3359,hcp,Hou (2021),static,
128.1,3571,hcp,Hou (2021),static,
129.2,3988,hcp,Hou (2021),static,
129.3,4063,liquid,Hou (2021),static,
129.5,4132,liquid,Hou (2021),static,
129.5,4142,liquid,Hou (2021),static,
129.5,4147,liquid,Hou (2021),static,
35.3,1662,fcc,Hou (2021),static,
35.8,1786,fcc,Hou (2021),static,
36.1,1860,fcc,Hou (2021),static,
36.5,1933,fcc,Hou (2021),static,
37.1,2084,fcc,Hou (2021),static,
37.9,2267,fcc,Hou (2021),static,
37.8,2238,fcc,Hou (2021),static,
38.2,2325,fcc,Hou (2021),static,
38.6,2399,fcc,Hou (2021),static,
39,2503,fcc,Hou (2021),static,
39.3,2559,fcc,Hou (2021),static,
40.2,2744,fcc,Hou (2021),static,
40,2713,fcc,Hou (2021),static,
40.3,2778,fcc,Hou (2021),static,
40.6,2824,liquid,Hou (2021),static,
42.1,1910,fcc,Hou (2021),static,
42.4,1983,fcc,Hou (2021),static,
42.7,2057,fcc,Hou (2021),static,
43.1,2132,fcc,Hou (2021),static,
43.4,2205,fcc,Hou (2021),static,
43.7,2278,fcc,Hou (2021),static,
44.1,2346,fcc,Hou (2021),static,
44.3,2394,fcc,Hou (2021),static,
44.6,2462,fcc,Hou (2021),static,
45,2559,fcc,Hou (2021),static,
45.1,2567,fcc,Hou (2021),static,
45.3,2617,fcc,Hou (2021),static,
45.8,2712,fcc,Hou (2021),static,
46.1,2773,fcc,Hou (2021),static,
46.4,2838,fcc,Hou (2021),static,
46.3,2825,fcc,Hou (2021),static,
46.6,2873,fcc,Hou (2021),static,
46.8,2926,fcc,Hou (2021),static,
47,2967,liquid,Hou (2021),static,
47,2962,liquid,Hou (2021),static,
53.3,1703,hcp,Hou (2021),static,
54.2,1887,hcp,Hou (2021),static,
54.9,2054,hcp,Hou (2021),static,
55.3,2138,hcp,Hou (2021),static,
55.8,2256,hcp,Hou (2021),static,
53.7,1781,hcp,Hou (2021),static,
54.3,1914,hcp,Hou (2021),static,
55.1,2093,hcp,Hou (2021),static,
56.1,2306,hcp,Hou (2021),static,
56.3,2347,fcc,Hou (2021),static,
56.7,2437,fcc,Hou (2021),static,
57.2,2544,fcc,Hou (2021),static,
59.2,2956,fcc,Hou (2021),static,
60.2,3162,fcc,Hou (2021),static,
56.7,2439,fcc,Hou (2021),static,
57.3,2569,fcc,Hou (2021),static,
58.5,2828,fcc,Hou (2021),static,
59.2,2970,fcc,Hou (2021),static,
59.5,3033,fcc,Hou (2021),static,
59.7,3060,fcc,Hou (2021),static,
60.8,3272,liquid,Hou (2021),static,
60.8,3282,liquid,Hou (2021),static,
60.9,3300,liquid,Hou (2021),static,
60.9,3291,liquid,Hou (2021),static,
60.1,3136,liquid,Hou (2021),static,
68,300,hcp,Hou (2021),static,
72.7,1542,hcp,Hou (2021),static,
73.1,1640,hcp,Hou (2021),static,
73.6,1751,hcp,Hou (2021),static,
74.1,1861,hcp,Hou (2021),static,
74.5,1963,hcp,Hou (2021),static,
75,2076,hcp,Hou (2021),static,
75.7,2217,hcp,Hou (2021),static,
76.2,2337,hcp,Hou (2021),static,
76.6,2426,hcp,Hou (2021),static,
77.4,2592,hcp,Hou (2021),static,
77.8,2661,hcp,Hou (2021),static,
78.6,2840,hcp,Hou (2021),static,
79.2,2948,hcp,Hou (2021),static,
79.6,3054,hcp,Hou (2021),static,
81.1,3330,hcp,Hou (2021),static,
81.3,3378,hcp,Hou (2021),static,
81.2,3359,hcp,Hou (2021),static,
81.4,3384,hcp,Hou (2021),static,
81.6,3430,liquid,Hou (2021),static,
97,100,hcp,Hou (2021),static,
102.8,1556,hcp,Hou (2021),static,
103.4,1673,hcp,Hou (2021),static,
103.9,1782,hcp,Hou (2021),static,
104.7,1958,hcp,Hou (2021),static,
105.4,2112,hcp,Hou (2021),static,
106.2,2301,hcp,Hou (2021),static,
106.9,2435,hcp,Hou (2021),static,
108.1,2677,hcp,Hou (2021),static,
109,2859,hcp,Hou (2021),static,
109.7,2999,hcp,Hou (2021),static,
110.5,3157,hcp,Hou (2021),static,
111.3,3317,hcp,Hou (2021),static,
112,3437,hcp,Hou (2021),static,
112.6,3553,hcp,Hou (2021),static,
113.1,3645,hcp,Hou (2021),static,
113.3,3692,hcp,Hou (2021),static,
113.5,3722,hcp,Hou (2021),static,
113.9,3795,liquid,Hou (2021),static,
109,100,hcp,Hou (2021),static,
114.1,1385,hcp,Hou (2021),static,
114.7,1518,hcp,Hou (2021),static,
115.2,1637,hcp,Hou (2021),static,
116.1,1846,hcp,Hou (2021),static,
116.9,2031,hcp,Hou (2021),static,
117.7,2201,hcp,Hou (2021),static,
118.3,2331,hcp,Hou (2021),static,
119,2463,hcp,Hou (2021),static,
119.6,2586,hcp,Hou (2021),static,
120,2679,hcp,Hou (2021),static,
120.4,2760,hcp,Hou (2021),static,
121.4,2948,hcp,Hou (2021),static,
122.4,3149,hcp,Hou (2021),static,
123,3261,hcp,Hou (2021),static,
123.5,3347,hcp,Hou (2021),static,
124.3,3503,hcp,Hou (2021),static,
124.9,3617,hcp,Hou (2021),static,
125.9,3805,hcp,Hou (2021),static,
126.6,3920,liquid,Hou (2021),static,
127.4,4075,liquid,Hou (2021),static,
122.1,1731,hcp,Hou (2021),static,
122.8,1891,hcp,Hou (2021),static,
123.5,2040,hcp,Hou (2021),static,
124.1,2184,hcp,Hou (2021),static,
125,2300,hcp,Hou (2021),static,
125.6,2400,hcp,Hou (2021),static,
126.7,2700,hcp,Hou (2021),static,
127.6,2800,hcp,Hou (2021),static,
127.9,2900,hcp,Hou (2021),static,
129.8,3240,hcp,Hou (2021),static,
130.7,3450,hcp,Hou (2021),static,
132.6,3750,hcp,Hou (2021),static,
134,4000,hcp,Hou (2021),static,
134.1,4070,hcp,Hou (2021),static,
134.5,4130,hcp,Hou (2021),static,
135,4306,liquid,Hou (2021),static,
80,310,hcp,Ohta (2016),static,
87.7,1305,hcp,Ohta (2016),static,
88.6,1441,hcp,Ohta (2016),static,
87.7,1629,hcp,Ohta (2016),static,
90.1,1671,hcp,Ohta (2016),static,
89.6,1713,hcp,Ohta (2016),static,
90.6,1828,hcp,Ohta (2016),static,
113.8,1357,hcp,Ohta (2016),static,
114.7,1451,hcp,Ohta (2016),static,
114.7,1587,hcp,Ohta (2016),static,
116.2,1692,hcp,Ohta (2016),static,
117.6,1817,hcp,Ohta (2016),static,
119.1,1912,hcp,Ohta (2016),static,
122,2184,hcp,Ohta (2016),static,
123.4,2351,hcp,Ohta (2016),static,
124.9,2466,hcp,Ohta (2016),static,
124.9,2550,hcp,Ohta (2016),static,
128.3,2205,hcp,Ohta (2016),static,
131.2,2320,hcp,Ohta (2016),static,
106,300,hcp,Ohta (2016),static,
114.7,300,hcp,Ohta (2016),static,
135.5,2833,hcp,Ohta (2016),static,
132.1,3094,hcp,Ohta (2016),static,
136,3147,hcp,Ohta (2016),static,
139.9,3283,hcp,Ohta (2016),static,
136,3419,hcp,Ohta (2016),static,
138.4,3555,hcp,Ohta (2016),static,
138.9,3733,hcp,Ohta (2016),static,
143.2,3931,hcp,Ohta (2016),static,
145.7,4193,hcp,Ohta (2016),static,
151,1514,hcp,Ohta (2016),static,
151.4,1619,hcp,Ohta (2016),static,
151.4,1681,hcp,Ohta (2016),static,
152.9,1901,hcp,Ohta (2016),static,
152.9,1974,hcp,Ohta (2016),static,
154.8,2121,hcp,Ohta (2016),static,
156.3,2226,hcp,Ohta (2016),static,
156.8,2267,hcp,Ohta (2016),static,
154.8,2330,hcp,Ohta (2016),static,
158.7,2383,hcp,Ohta (2016),static,
159.2,2466,hcp,Ohta (2016),static,
154.3,2487,hcp,Ohta (2016),static,
139.4,300,hcp,Ohta (2016),static,
157.2,300,hcp,Ohta (2016),static,
168.8,2069,hcp,Ohta (2016),static,
174.2,2592,hcp,Ohta (2016),static,
181.9,3377,hcp,Ohta (2016),static,
184.8,3638,hcp,Ohta (2016),static,
51.4,300,hcp,Ohta (2016),static,
26,300,hcp,Ohta (2016),static,
150,4497,liquid,Ohta (2016),static,
30.7,1001,hcp,Ohta (2016),static,
30.7,1347,fcc,Ohta (2016),static,
34.5,1409,fcc,Ohta (2016),static,
37,1503,fcc,Ohta (2016),static,
36,1535,fcc,Ohta (2016),static,
35,1577,fcc,Ohta (2016),static,
35,1640,fcc,Ohta (2016),static,
34.5,1650,fcc,Ohta (2016),static,
32.6,1734,fcc,Ohta (2016),static,
35.5,1933,fcc,Ohta (2016),static,
36.5,2006,fcc,Ohta (2016),static,
34.5,2048,fcc,Ohta (2016),static,
34.5,2027,fcc,Ohta (2016),static,
37.9,2215,fcc,Ohta (2016),static,
37,2299,fcc,Ohta (2016),static,
40.3,2383,fcc,Ohta (2016),static,
38.9,2414,fcc,Ohta (2016),static,
38.4,2581,fcc,Ohta (2016),static,
37.4,2613,fcc,Ohta (2016),static,
53.4,1660,hcp,Ohta (2016),static,
51,1692,hcp,Ohta (2016),static,
56.8,1912,fcc,Ohta (2016),static,
52.4,1870,fcc,Ohta (2016),static,
51.9,1912,fcc,Ohta (2016),static,
56.3,1953,fcc,Ohta (2016),static,
50,2602,fcc,Ohta (2016),static,
52.9,2812,fcc,Ohta (2016),static,
53.4,2801,fcc,Ohta (2016),static,
54.3,2895,liquid,Ohta (2016),static,
14,1958,liquid,Yong (2019),static,
16,2084,liquid,Yong (2019),static,
18,2078,liquid,Yong (2019),static,
20,2173,liquid,Yong (2019),static,
22,2133,liquid,Yong (2019),static,
24,2177,liquid,Yong (2019),static,
14,825,hcp,Yong (2019),static,
16,860,hcp,Yong (2019),static,
18,948,hcp,Yong (2019),static,
20,1056,hcp,Yong (2019),static,
22,1110,hcp,Yong (2019),static,
24,1171,hcp,Yong (2019),static,
89,2000,hcp,Zhang (2020),static,
111.9,2000,hcp,Zhang (2020),static,
138.9,2000,hcp,Zhang (2020),static,
148.7,2000,hcp,Zhang (2020),static,
172.1,2000,hcp,Zhang (2020),static,
116.6,3000,hcp,Zhang (2020),static,
176.7,3000,hcp,Zhang (2020),static,
86.1,1500,hcp,Zhang (2020),static,
109.8,1500,hcp,Zhang (2020),static,
136.8,1500,hcp,Zhang (2020),static,
146.8,1500,hcp,Zhang (2020),static,
169.9,1500,hcp,Zhang (2020),static,
89.1,2000,hcp,Zhang (2020),static,
112,2000,hcp,Zhang (2020),static,
139.1,2000,hcp,Zhang (2020),static,
148.8,2000,hcp,Zhang (2020),static,
172.1,2000,hcp,Zhang (2020),static,
114.3,2500,hcp,Zhang (2020),static,
141.3,2500,hcp,Zhang (2020),static,
151.3,2500,hcp,Zhang (2020),static,
174.4,2500,hcp,Zhang (2020),static,
116.9,3000,hcp,Zhang (2020),static,
177,3000,hcp,Zhang (2020),static,
142,300,hcp,Zhang (2020),static,
142,300,hcp,Zhang (2020),static,
142,1127,hcp,Zhang (2020),static,
142,1131,hcp,Zhang (2020),static,
142,1328,hcp,Zhang (2020),static,
142,1328,hcp,Zhang (2020),static,
142,1520,hcp,Zhang (2020),static,
142,1520,hcp,Zhang (2020),static,
142,1669,hcp,Zhang (2020),static,
142,1669,hcp,Zhang (2020),static,
142,1770,hcp,Zhang (2020),static,
142,1770,hcp,Zhang (2020),static,
142,1914,hcp,Zhang (2020),static,
142,1918,hcp,Zhang (2020),static,
142,1949,hcp,Zhang (2020),static,
142,2036,hcp,Zhang (2020),static,
142,1949,hcp,Zhang (2020),static,
142,2032,hcp,Zhang (2020),static,
142,2093,hcp,Zhang (2020),static,
142,2115,hcp,Zhang (2020),static,
142,2098,hcp,Zhang (2020),static,
142,2115,hcp,Zhang (2020),static,
142,2146,hcp,Zhang (2020),static,
142,2203,hcp,Zhang (2020),static,
142,2150,hcp,Zhang (2020),static,
142,2194,hcp,Zhang (2020),static,
142,2203,hcp,Zhang (2020),static,
142,2203,hcp,Zhang (2020),static,
142,2303,hcp,Zhang (2020),static,
142,2378,hcp,Zhang (2020),static,
142,2378,hcp,Zhang (2020),static,
142,2299,hcp,Zhang (2020),static,
82,293,hcp,Zhang (2020),static,
82,1121,hcp,Zhang (2020),static,
82,1268,hcp,Zhang (2020),static,
82,1402,hcp,Zhang (2020),static,
82,1527,hcp,Zhang (2020),static,
82,1653,hcp,Zhang (2020),static,
82,1799,hcp,Zhang (2020),static,
82,1900,hcp,Zhang (2020),static,
82,1950,hcp,Zhang (2020),static,
133,293,hcp,Zhang (2020),static,
133,1401,hcp,Zhang (2020),static,
133,1659,hcp,Zhang (2020),static,
133,1772,hcp,Zhang (2020),static,
133,1976,hcp,Zhang (2020),static,
133,2048,hcp,Zhang (2020),static,
133,2126,hcp,Zhang (2020),static,
133,2293,hcp,Zhang (2020),static,
133,2377,hcp,Zhang (2020),static,
133,2425,hcp,Zhang (2020),static,
165,292,hcp,Zhang (2020),static,
165,1082,hcp,Zhang (2020),static,
165,1174,hcp,Zhang (2020),static,
165,1260,hcp,Zhang (2020),static,
165,1282,hcp,Zhang (2020),static,
165,1385,hcp,Zhang (2020),static,
165,1431,hcp,Zhang (2020),static,
165,1552,hcp,Zhang (2020),static,
165,1643,hcp,Zhang (2020),static,
165,1763,hcp,Zhang (2020),static,
165,1895,hcp,Zhang (2020),static,
165,1992,hcp,Zhang (2020),static,
165,2130,hcp,Zhang (2020),static,
165,2204,hcp,Zhang (2020),static,
165,2347,hcp,Zhang (2020),static,
165,2462,hcp,Zhang (2020),static,
165,2519,hcp,Zhang (2020),static,
165,2742,hcp,Zhang (2020),static,
165,2748,hcp,Zhang (2020),static,
3,1857,liquid,Silber (2018),static,
4,1871,liquid,Silber (2018),static,
5,1874,liquid,Silber (2018),static,
6,1897,liquid,Silber (2018),static,
7,1947,liquid,Silber (2018),static,
8,1962,liquid,Silber (2018),static,
9,1984,liquid,Silber (2018),static,
11,2038,liquid,Silber (2018),static,
12,1993,liquid,Silber (2018),static,
2.9,1912,liquid,Liu (1975),static,
7.2,2072,liquid,Liu (1975),static,
10.9,2159,liquid,Liu (1975),static,
11.9,2186,liquid,Liu (1975),static,
15.4,2244,liquid,Liu (1975),static,
15.9,2260,liquid,Liu (1975),static,
18.8,2322,liquid,Liu (1975),static,
19.7,2347,liquid,Liu (1975),static,
1.4,285,bcc,Strong (1973),static,
1.7,289,bcc,Strong (1973),static,
1.8,289,bcc,Strong (1973),static,
2,285,bcc,Strong (1973),static,
2.1,285,bcc,Strong (1973),static,
2.2,285,bcc,Strong (1973),static,
2.9,285,bcc,Strong (1973),static,
3.1,292,bcc,Strong (1973),static,
3.1,285,bcc,Strong (1973),static,
3.5,282,bcc,Strong (1973),static,
3.6,282,bcc,Strong (1973),static,
3.7,278,bcc,Strong (1973),static,
4.3,285,bcc,Strong (1973),static,
4.5,289,bcc,Strong (1973),static,
4.7,285,bcc,Strong (1973),static,
4.9,289,bcc,Strong (1973),static,
2,1043,bcc,Strong (1973),static,
2.2,1032,bcc,Strong (1973),static,
2.4,1025,bcc,Strong (1973),static,
2.5,1011,bcc,Strong (1973),static,
2.6,1008,bcc,Strong (1973),static,
1.5,1082,bcc,Strong (1973),static,
3.2,983,fcc,Strong (1973),static,
3.4,976,fcc,Strong (1973),static,
3.8,965,fcc,Strong (1973),static,
3.9,954,fcc,Strong (1973),static,
4,954,fcc,Strong (1973),static,
4.6,940,fcc,Strong (1973),static,
4.8,926,fcc,Strong (1973),static,
4.9,930,fcc,Strong (1973),static,
5.2,923,fcc,Strong (1973),static,
2,1043,fcc,Strong (1973),static,
2.2,1032,fcc,Strong (1973),static,
2.4,1025,fcc,Strong (1973),static,
2.5,1011,fcc,Strong (1973),static,
2.6,1008,fcc,Strong (1973),static,
1.5,1082,fcc,Strong (1973),static,
3.2,983,bcc,Strong (1973),static,
3.4,976,bcc,Strong (1973),static,
3.8,965,bcc,Strong (1973),static,
3.9,954,bcc,Strong (1973),static,
4,954,bcc,Strong (1973),static,
4.6,940,bcc,Strong (1973),static,
4.8,926,bcc,Strong (1973),static,
4.9,930,bcc,Strong (1973),static,
5.2,923,bcc,Strong (1973),static,
2.4,1471,fcc,Strong (1973),static,
2.6,1485,fcc,Strong (1973),static,
2.7,1492,fcc,Strong (1973),static,
4.1,1567,fcc,Strong (1973),static,
4.3,1577,fcc,Strong (1973),static,
5.1,1616,fcc,Strong (1973),static,
3.5,1861,fcc,Strong (1973),static,
3.1,1843,fcc,Strong (1973),static,
2.6,1818,fcc,Strong (1973),static,
2.5,1808,fcc,Strong (1973),static,
2.3,1800,fcc,Strong (1973),static,
1.8,1772,fcc,Strong (1973),static,
3.8,1892,fcc,Strong (1973),static,
4.3,1924,fcc,Strong (1973),static,
3,1850,δ-Fe,Strong (1973),static,
1.8,1861,δ-Fe,Strong (1973),static,
2.3,1878,δ-Fe,Strong (1973),static,
2.5,1878,δ-Fe,Strong (1973),static,
2.6,1878,δ-Fe,Strong (1973),static,
3.1,1907,δ-Fe,Strong (1973),static,
3.7,1924,δ-Fe,Strong (1973),static,
3.8,1924,δ-Fe,Strong (1973),static,
4.3,1949,δ-Fe,Strong (1973),static,
4.5,1953,δ-Fe,Strong (1973),static,
5.2,1977,liquid,Strong (1973),static,
5.3,1985,liquid,Strong (1973),static,
5.6,1995,liquid,Strong (1973),static,
5.7,2006,liquid,Strong (1973),static,
5.7,2006,liquid,Strong (1973),static,
3.5,1861,δ-Fe,Strong (1973),static,
3.1,1843,δ-Fe,Strong (1973),static,
2.6,1818,δ-Fe,Strong (1973),static,
2.5,1808,δ-Fe,Strong (1973),static,
2.3,1800,δ-Fe,Strong (1973),static,
1.8,1772,δ-Fe,Strong (1973),static,
3.8,1892,δ-Fe,Strong (1973),static,
4.3,1924,δ-Fe,Strong (1973),static,
3,1850,fcc,Strong (1973),static,
1.8,1861,liquid,Strong (1973),static,
2.3,1878,liquid,Strong (1973),static,
2.5,1878,liquid,Strong (1973),static,
2.6,1878,liquid,Strong (1973),static,
3.1,1907,liquid,Strong (1973),static,
3.7,1924,liquid,Strong (1973),static,
3.8,1924,liquid,Strong (1973),static,
4.3,1949,liquid,Strong (1973),static,
4.5,1953,fcc,Strong (1973),static,
5.2,1977,δ-Fe,Strong (1973),static,
5.3,1985,fcc,Strong (1973),static,
5.6,1995,fcc,Strong (1973),static,
5.7,2006,fcc,Strong (1973),static,
5.7,2006,fcc,Strong (1973),static,
5.2,1977,fcc,Strong (1973),static,
3.3,346,bcc,Secco (1989),static,
3.3,384,bcc,Secco (1989),static,
3.3,406,bcc,Secco (1989),static,
3.3,426,bcc,Secco (1989),static,
3.3,469,bcc,Secco (1989),static,
3.3,494,bcc,Secco (1989),static,
3.3,515,bcc,Secco (1989),static,
3.3,452,bcc,Secco (1989),static,
3.3,557,bcc,Secco (1989),static,
3.3,537,bcc,Secco (1989),static,
3.3,580,bcc,Secco (1989),static,
3.3,603,bcc,Secco (1989),static,
3.3,623,bcc,Secco (1989),static,
3.3,645,bcc,Secco (1989),static,
3.3,670,bcc,Secco (1989),static,
3.3,691,bcc,Secco (1989),static,
3.3,713,bcc,Secco (1989),static,
3.3,733,bcc,Secco (1989),static,
3.3,754,bcc,Secco (1989),static,
3.3,774,bcc,Secco (1989),static,
3.3,794,bcc,Secco (1989),static,
3.3,816,bcc,Secco (1989),static,
3.3,839,bcc,Secco (1989),static,
3.3,859,bcc,Secco (1989),static,
3.3,879,bcc,Secco (1989),static,
3.3,899,bcc,Secco (1989),static,
3.3,920,fcc,Secco (1989),static,
3.3,940,fcc,Secco (1989),static,
3.3,960,fcc,Secco (1989),static,
3.3,982,fcc,Secco (1989),static,
3.3,1005,fcc,Secco (1989),static,
3.3,1025,fcc,Secco (1989),static,
3.3,1048,fcc,Secco (1989),static,
3.3,1068,fcc,Secco (1989),static,
3.3,1091,fcc,Secco (1989),static,
3.3,1108,fcc,Secco (1989),static,
3.3,1131,fcc,Secco (1989),static,
3.3,1156,fcc,Secco (1989),static,
3.3,1179,fcc,Secco (1989),static,
3.3,1194,fcc,Secco (1989),static,
3.3,1216,fcc,Secco (1989),static,
3.3,1234,fcc,Secco (1989),static,
3.3,1254,fcc,Secco (1989),static,
3.3,1277,fcc,Secco (1989),static,
3.3,1297,fcc,Secco (1989),static,
3.3,1315,fcc,Secco (1989),static,
3.3,1337,fcc,Secco (1989),static,
3.3,1357,fcc,Secco (1989),static,
3.3,1377,fcc,Secco (1989),static,
3.3,1400,fcc,Secco (1989),static,
3.3,1423,fcc,Secco (1989),static,
3.3,1445,fcc,Secco (1989),static,
3.3,1468,fcc,Secco (1989),static,
3.3,1488,fcc,Secco (1989),static,
3.3,1511,fcc,Secco (1989),static,
3.3,1531,fcc,Secco (1989),static,
3.3,1556,fcc,Secco (1989),static,
3.3,1576,fcc,Secco (1989),static,
3.3,1599,fcc,Secco (1989),static,
3.3,1621,fcc,Secco (1989),static,
3.3,1644,fcc,Secco (1989),static,
3.3,1669,fcc,Secco (1989),static,
3.3,1689,fcc,Secco (1989),static,
3.3,1715,fcc,Secco (1989),static,
3.3,1752,fcc,Secco (1989),static,
3.3,1732,fcc,Secco (1989),static,
3.3,1775,fcc,Secco (1989),static,
3.3,1795,fcc,Secco (1989),static,
3.3,1820,fcc,Secco (1989),static,
3.3,1840,fcc,Secco (1989),static,
3.3,1865,fcc,Secco (1989),static,
2.5,1324,fcc,Secco (1989),static,
2.5,1327,fcc,Secco (1989),static,
2.5,1328,fcc,Secco (1989),static,
2.5,1330,fcc,Secco (1989),static,
2.5,1332,fcc,Secco (1989),static,
2.5,1334,fcc,Secco (1989),static,
2.5,1336,fcc,Secco (1989),static,
2.5,1337,fcc,Secco (1989),static,
2.5,1341,fcc,Secco (1989),static,
2.5,1344,fcc,Secco (1989),static,
2.5,1342,fcc,Secco (1989),static,
2.5,1345,fcc,Secco (1989),static,
2.5,1346,fcc,Secco (1989),static,
2.5,1348,fcc,Secco (1989),static,
2.5,1350,fcc,Secco (1989),static,
2.5,1353,fcc,Secco (1989),static,
2.5,1355,fcc,Secco (1989),static,
2.5,1356,fcc,Secco (1989),static,
2.5,1358,fcc,Secco (1989),static,
2.5,1360,fcc,Secco (1989),static,
