Pressure,Temperature,Phase,Author,Method
113.6,4892,Bridgmanite,Pierru2022,static
122.8,4968,Bridgmanite,Pierru2022,static
137.2,5117,Bridgmanite,Pierru2022,static
40,3454,Bridgmanite,Pierru2022,static
69.5,4429,Bridgmanite,Pierru2022,static
36.4,3412,Bridgmanite,Pierru2022,static
48.2,3909,Bridgmanite,Pierru2022,static
58.1,4371,Liquid,Pierru2022,static
65.5,4529,Liquid,Pierru2022,static
96.2,4840,Liquid,Pierru2022,static
113.6,4992,Liquid,Pierru2022,static
122.8,5068,Liquid,Pierru2022,static
137.2,5217,Liquid,Pierru2022,static
40,3554,Liquid,Pierru2022,static
69.5,4529,Liquid,Pierru2022,static
36.4,3512,Liquid,Pierru2022,static
48.2,4009,Liquid,Pierru2022,static
17,2073,Majorite,Angel1989,static
18.4,2000,Majorite,Zhou2021,static
17.3,2000,Majorite,Zhou2021,static
