Pressure,Temperature,Phase,Author,Starting material,Heating time,Pressure scale,EoS,Pressure medium,Notes,,,,,,,,,
114.0712946,3606.299213,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
120.0375235,2496.062992,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
119.587242,2401.574803,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
124.0900563,2133.858268,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
124.9906191,2251.968504,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
125.2157598,2354.330709,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
137.0356473,3299.212598,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
134.108818,3007.874016,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
137.0356473,2905.511811,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
134.8968105,2874.015748,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
137.0356473,2811.023622,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
135.2345216,2811.023622,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
135.0093809,2700.787402,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
136.6979362,2653.543307,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
133.9962477,2503.937008,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
129.2682927,2803.149606,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
128.0300188,2653.543307,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.467167,2110.23622,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.467167,2496.062992,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
130.619137,2503.937008,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
130.619137,2401.574803,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
129.6060038,2417.322835,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.9174484,2377.952756,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.1294559,2299.212598,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
130.1688555,2228.346457,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
130.1688555,2307.086614,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
129.8311445,2149.606299,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.804878,2196.850394,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.2420263,2409.448819,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
126.7917448,2456.692913,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.6923077,2346.456693,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
126.6791745,2314.96063,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
129.043152,2220.472441,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
129.7185741,2228.346457,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
129.4934334,2307.086614,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
130.0562852,2346.456693,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
128.5928705,2236.220472,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
128.8180113,2204.724409,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.5797373,2251.968504,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
130.3939962,2307.086614,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
101,2319.191919,CaCl2-like,Murakami (2003),Amorphous silica,1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
103.6,2452.525253,CaCl2-like,Murakami (2003),Amorphous silica,1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
113.4,2157.575758,CaCl2-like,Murakami (2003),Amorphous silica,2 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
116.4,2319.191919,CaCl2-like,Murakami (2003),Amorphous silica,2 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
123.8,2250.505051,Seifertite,Murakami (2003),Amorphous silica,3 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
127.8,2501.010101,Seifertite,Murakami (2003),Amorphous silica,3 h ,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
140.4,2101.010101,Seifertite,Murakami (2003),Amorphous silica,4.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
151,2149.494949,Seifertite,Murakami (2003),Amorphous silica,4.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
60.8988764,2557.324841,Mix (Stishovite + Seifertite),Dubrovinsky (2001),Cristobalite,Unknown,Pt,Unknown,Unknown,,,,,,,,,,
64.04494382,2238.853503,Mix (Stishovite + Seifertite),Dubrovinsky (2001),Cristobalite,Unknown,Pt,Unknown,Unknown,,,,,,,,,,
64.94382022,2022.292994,Mix (Stishovite + Seifertite),Dubrovinsky (2001),Cristobalite,Unknown,Pt,Unknown,Unknown,,,,,,,,,,
68.98876404,1748.407643,Mix (Stishovite + Seifertite),Dubrovinsky (2001),Cristobalite,Unknown,Pt,Unknown,Unknown,,,,,,,,,,
70.93632959,1665.605096,Mix (Stishovite + Seifertite),Dubrovinsky (2001),Cristobalite,Unknown,Pt,Unknown,Unknown,,,,,,,,,,
70.93632959,1436.305732,Mix (Stishovite + Seifertite),Dubrovinsky (2001),Cristobalite,Unknown,Pt,Unknown,Unknown,,,,,,,,,,
73.93258427,1410.828025,Mix (Stishovite + Seifertite),Dubrovinsky (2001),Cristobalite,Unknown,Pt,Unknown,Unknown,,,,,,,,,,
74.98127341,1143.312102,Mix (Stishovite + Seifertite),Dubrovinsky (2001),Cristobalite,Unknown,Pt,Unknown,Unknown,,,,,,,,,,
66.1423221,920.3821656,Mix (Stishovite + Seifertite),Dubrovinsky (2001),Cristobalite,Unknown,Pt,Unknown,Unknown,,,,,,,,,,
67.4906367,964.9681529,Mix (Stishovite + Seifertite),Dubrovinsky (2001),Cristobalite,Unknown,Pt,Unknown,Unknown,,,,,,,,,,
68.98876404,780.2547771,Mix (Stishovite + Seifertite),Dubrovinsky (2001),Cristobalite,Unknown,Pt,Unknown,Unknown,,,,,,,,,,
71.98501873,939.4904459,Mix (Stishovite + Seifertite),Dubrovinsky (2001),Cristobalite,Unknown,Pt,Unknown,Unknown,,,,,,,,,,
76.02996255,875.7961783,Mix (Stishovite + Seifertite),Dubrovinsky (2001),Cristobalite,Unknown,Pt,Unknown,Unknown,,,,,,,,,,
75.07352941,2014.925373,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
72.86764706,1843.283582,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
76.39705882,1791.044776,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
75.07352941,1746.268657,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
74.41176471,1805.970149,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
76.39705882,1776.119403,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
76.17647059,1626.865672,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
92.94117647,1634.328358,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
92.05882353,1455.223881,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
87.64705882,1402.985075,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
94.04411765,1880.597015,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
94.26470588,1940.298507,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
98.45588235,1940.298507,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
99.11764706,2029.850746,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
99.11764706,2059.701493,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
101.7647059,1977.61194,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
95.36764706,2216.41791,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
99.55882353,2246.268657,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
100.8823529,1716.41791,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
101.1029412,1626.865672,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
101.5441176,1529.850746,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
100.8823529,2447.761194,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
104.1911765,2485.074627,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
101.1029412,2776.119403,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
103.5294118,2970.149254,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
102.2058824,3052.238806,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
118.0882353,2447.761194,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
114.5588235,2119.402985,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
113.2352941,2067.164179,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
115,1880.597015,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
118.9705882,1701.492537,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
120.0735294,1604.477612,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
122.7205882,1820.895522,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
127.1323529,1723.880597,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
131.3235294,1768.656716,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
128.8970588,1843.283582,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
129.3382353,1910.447761,CaCl2-like,Shieh (2005),Stishovite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
87.64705882,2417.910448,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
85,2186.567164,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
83.45588235,2104.477612,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
78.82352941,1873.134328,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
79.92647059,1753.731343,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
81.69117647,1574.626866,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
83.45588235,1388.059701,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
100.8823529,1298.507463,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
101.1029412,1343.283582,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
101.3235294,1485.074627,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
100.8823529,1582.089552,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
106.6176471,1835.820896,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
107.2794118,1940.298507,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
108.3823529,1940.298507,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
112.3529412,1626.865672,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
112.3529412,1656.716418,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
110.8088235,1716.41791,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
110.8088235,1701.492537,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
113.2352941,1776.119403,CaCl2-like,Shieh (2005),Cristobalite,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
86.98529412,1865.671642,CaCl2-like,Shieh (2005),Silica glass,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
85.44117647,1507.462687,CaCl2-like,Shieh (2005),Silica glass,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
87.20588235,1492.537313,CaCl2-like,Shieh (2005),Silica glass,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
91.83823529,1559.701493,CaCl2-like,Shieh (2005),Silica glass,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
91.39705882,1641.791045,CaCl2-like,Shieh (2005),Silica glass,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
91.61764706,1828.358209,CaCl2-like,Shieh (2005),Silica glass,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
91.39705882,1783.58209,CaCl2-like,Shieh (2005),Silica glass,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
92.27941176,1768.656716,CaCl2-like,Shieh (2005),Silica glass,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
91.17647059,1746.268657,CaCl2-like,Shieh (2005),Silica glass,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
91.61764706,1686.567164,CaCl2-like,Shieh (2005),Silica glass,30 min,Pt,Holmes (1989),Ar,,,,,,,,,,
9,773,Stishovite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",There is only 1 instance in the paper where they note the heating time for an experiment: 15 min.,,,,,,,,,
9.55,973,Stishovite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min ,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin","Out of lack of information, I assumed tat all of the experiments were heated for around 15 min.",,,,,,,,,
8.35,903,Coesite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",They used cubic anvil and in-situ X-ray,,,,,,,,,
8.75,873,Mix (Coesite + Stishovite),Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
8.95,973,Stishovite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
7.9,973,Coesite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
8.65,973,Coesite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
8.15,1053,Coesite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
9.3,973,Stishovite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
9.1,1173,Stishovite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
8.8,1073,Mix (Coesite + Stishovite),Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
8.05,873,Coesite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
9.8,1323,Stishovite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
9.5,1273,Stishovite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
9.3,1273,Stishovite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
8.6,1323,Coesite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
8.6,873,Coesite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
9.15,1373,Stishovite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
8.75,1323,Mix (Coesite + Stishovite),Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
9.05,873,Stishovite,Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
9,1373,Mix (Coesite + Stishovite),Yagi & Akimoto (1976),Mallinckrodt silicic acid,15 min,NaCl,Decker (1971),"NaCl, amorphous boron, epoxy resin",,,,,,,,,,
7.91,1278,Coesite,Zhang (1996),Coesite + Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
7.99,1258,Coesite,Zhang (1996),Coesite + Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
8.36,1297,Coesite,Zhang (1996),Coesite + Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
8.47,1307,Coesite,Zhang (1996),Coesite + Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
8.62,1507,Coesite,Zhang (1996),Coesite + Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
9.7,881,Stishovite,Zhang (1996),Coesite + Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
9.81,999,Stishovite,Zhang (1996),Coesite + Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
8.93,1430,Coesite,Zhang (1996),Coesite + Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
8.79,1439,Coesite,Zhang (1996),Coesite + Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
9.04,1476,Coesite,Zhang (1996),Coesite + Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
11.36,800,Stishovite,Zhang (1996),Coesite + Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
9.76,1703,Coesite,Zhang (1996),Coesite + Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
10.32,871,Stishovite,Zhang (1996),Coesite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
9.35,973,Stishovite,Zhang (1996),Coesite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
9.06,1373,Stishovite,Zhang (1996),Coesite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
8.7,1373,Coesite,Zhang (1996),Coesite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
8.17,1275,Coesite,Zhang (1996),Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
9.3,1573,Coesite,Zhang (1996),Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
9.32,1478,Stishovite,Zhang (1996),Coesite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
9.71,1484,Stishovite,Zhang (1996),Coesite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
9.63,1572,Stishovite,Zhang (1996),Coesite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
10.04,1803,Coesite,Zhang (1996),Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
7.71,1258,Coesite,Zhang (1996),Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
7.74,1233,Coesite,Zhang (1996),Stishovite,30-45 min,NaCl,Decker (1971),"amorphous boron, epoxy resin",,,,,,,,,,
2.3,573,Quartz,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),240 h,N/A,N/A,N/A,I don't understand how they measured pressure - they mention something about a self-constructed pressure scale in their experiments?,,,,,,,,,
2.4,573,Quartz,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),267 h,N/A,N/A,N/A,They mention NaCl but no idea if it is a pressure medium here - different apparatus.,,,,,,,,,
2.5,573,Coesite,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),212.5 h,N/A,N/A,N/A,,,,,,,,,,
2.45,623,Quartz,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),237 h,N/A,N/A,N/A,,,,,,,,,,
2.48,623,Coesite,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),211 h,N/A,N/A,N/A,,,,,,,,,,
2.46,673,Quartz,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),147 h,N/A,N/A,N/A,,,,,,,,,,
2.48,673,Coesite,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),118 h,N/A,N/A,N/A,,,,,,,,,,
2.5,773,Quartz,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),71 h,N/A,N/A,N/A,,,,,,,,,,
2.54,773,Quartz,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),64 h,N/A,N/A,N/A,,,,,,,,,,
2.56,773,Coesite,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),75 h,N/A,N/A,N/A,,,,,,,,,,
2.58,773,Coesite,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),62 h,N/A,N/A,N/A,,,,,,,,,,
2.62,873,Quartz,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),66.5 h,N/A,N/A,N/A,,,,,,,,,,
2.65,873,Coesite,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),63.5 h,N/A,N/A,N/A,,,,,,,,,,
2.68,973,Quartz,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),22.5 h,N/A,N/A,N/A,,,,,,,,,,
2.72,973,Coesite,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),22.5 h,N/A,N/A,N/A,,,,,,,,,,
2.76,973,Coesite,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),22 h,N/A,N/A,N/A,,,,,,,,,,
2.78,1073,Quartz,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),20 h,N/A,N/A,N/A,,,,,,,,,,
2.8,1073,Coesite,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),7 h,N/A,N/A,N/A,,,,,,,,,,
2.85,1173,Quartz,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),9 h,N/A,N/A,N/A,,,,,,,,,,
2.87,1173,Coesite,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),4 h,N/A,N/A,N/A,,,,,,,,,,
2.9,1173,Coesite,Bohlen (1982),Quartz + Coesite (synthesized under water vapors),9 h,N/A,N/A,N/A,,,,,,,,,,
