Pressure,Temperature,Phase,Author,Starting material,Heating time,Pressure scale,EoS,Pressure medium,Notes,,,,,,,,,
102,2020,CaCl2-like,Grocholski (2013),Amorphous silica,21 min,Au,Tsuchiya (2003),Ne,,,,,,,,,,
138.3673469,2603.524229,Seifertite,Grocholski (2013),Amorphous silica,90 min,Au,Tsuchiya (2003),Ar,,,,,,,,,,
143.090379,2136.563877,Seifertite,Grocholski (2013),Amorphous silica,90 min,Au,Tsuchiya (2003),Ar,,,,,,,,,,
155.335277,2436.123348,Seifertite,Grocholski (2013),Amorphous silica,120 min,Ne,Dewaele (2008,Ne,,,,,,,,,,
152.0116618,2859.030837,Seifertite,Grocholski (2013),Amorphous silica,120 min,Ne,Dewaele (2009,Ne,,,,,,,,,,
139,2500,Seifertite,Grocholski (2013),Amorphous silica,90 min,Au,Tsuchiya (2003),Ar,,,,,,,,,,
140,300,Seifertite,Grocholski (2013),Amorphous silica,N/A,Au,Tsuchiya (2003),Ar,,,,,,,,,,
119,300,Seifertite,Grocholski (2013),Amorphous silica,N/A,Au,Tsuchiya (2003),Ar,,,,,,,,,,
152,2440,Seifertite,Grocholski (2013),Amorphous silica,90 min,Au,Tsuchiya (2003),Ar,,,,,,,,,,
139,1900,Seifertite,Grocholski (2013),Amorphous silica,90 min,Au,Tsuchiya (2003),Ar,,,,,,,,,,
139,2600,Seifertite,Grocholski (2013),Amorphous silica,90 min,Au,Tsuchiya (2003),Ar,,,,,,,,,,
146,1900,Seifertite,Grocholski (2013),Amorphous silica,90 min,Au,Tsuchiya (2003),Ar,,,,,,,,,,
146,2600,Seifertite,Grocholski (2013),Amorphous silica,90 min,Au,Tsuchiya (2003),Ar,,,,,,,,,,
152,2700,Seifertite,Grocholski (2013),Amorphous silica,120 min,Ne,Dewaele (2008),Ne,,,,,,,,,,
152,2900,Seifertite,Grocholski (2013),Amorphous silica,120 min,Ne,Dewaele (2008),Ne,,,,,,,,,,
143,2137,Seifertite,Grocholski (2013),Amorphous silica,90 min,Au,Tsuchiya (2003),Ar,,,,,,,,,,
152,2860,Seifertite,Grocholski (2013),Amorphous silica,120 min,Ne,Dewaele (2008),Ne,,,,,,,,,,
136,3100,Mix (CaCl2-like + Seifertite) ,Grocholski (2013),Amorphous silica,20 min,Au,Tsuchiya (2003),Ar,,,,,,,,,,
126,3100,Mix (CaCl2-like + Seifertite) ,Grocholski (2013),Amorphous silica,20 min,Au,Tsuchiya (2003),Ar,,,,,,,,,,
134.6488294,3101.010101,Mix (CaCl2-like + Seifertite) ,Grocholski (2013),Amorphous silica,20 min,Au,Tsuchiya (2003),Ar,,,,,,,,,,
56.51474531,1200,Stishovite,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,"Pt was also present, but ""since the diffraction peaks of Pt overlapped with the samples or were too weak to be used for pressure calibration"", NaCl was used",,,,,,,,,
56.03217158,1598.283262,Stishovite,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,"For 4 experiments, starting material was silica glass, but for the other 10 they cold compressed and heated it to obtain stishovite",,,,,,,,,
56.62198391,2000,Stishovite,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,It doesn't say which datapoints belong to stishovite as starting material and which to silica glass so I put silica glass as starting material everywhere,,,,,,,,,
58.60589812,1550.214592,Stishovite,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
61.8230563,1848.927039,Stishovite,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
66.91689008,2140.772532,Stishovite,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
66.43431635,1965.665236,Stishovite,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
63.05630027,1577.682403,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
65.09383378,1725.321888,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
67.02412869,1498.712446,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
72.06434316,1900.429185,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
75.01340483,2199.141631,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
78.98123324,2219.742489,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
80,2751.93133,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
87.02412869,2679.828326,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
84.98659517,2436.051502,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
83.00268097,2442.918455,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
82.89544236,2387.982833,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
80.96514745,2185.407725,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
79.03485255,2092.703863,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
81.12600536,1914.16309,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
81.01876676,1769.957082,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
80.96514745,1701.287554,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
78.98123324,1666.95279,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
75.97855228,1697.854077,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
75.92493298,1656.652361,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
75.87131367,1553.648069,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
79.03485255,1557.081545,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
78.98123324,1464.377682,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
78.01608579,1419.742489,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
75.92493298,1402.575107,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
75.76407507,1313.304721,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
76.99731903,1299.570815,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
77.05093834,1309.871245,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
75.87131367,1206.866953,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
77.21179625,1241.201717,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
64.8,300,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
68.1,300,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
79.5,300,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
81.7,300,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
87.7,300,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
89.8,300,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
91.1,300,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
102.1,300,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
103.1,300,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
109.5,300,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
119.3,300,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
123.4,300,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
83.4,1150,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
116,1150,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
64.4,1180,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
95.7,1200,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
108,1200,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.3,1200,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
65.1,1580,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
85.6,1450,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
92.7,1550,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
109.9,1500,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.3,1500,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
141.2,1600,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
65.7,1700,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
71.8,1750,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
92.8,1800,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
96.9,1700,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
117.8,1700,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
128.3,1700,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
142,1700,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
86.8,1900,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
97.5,1900,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
117.9,1930,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
128.9,1900,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
73.9,2100,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
90.6,2120,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
96.6,2100,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
97.7,2250,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
98.3,2130,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
114.7,2100,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
119.5,2100,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
128.5,2200,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
131.1,2200,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
94.03377111,2748.031496,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
109.0056285,3070.866142,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
94.14634146,2622.047244,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
97.07317073,2551.181102,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
95.04690432,2251.968504,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
97.07317073,2251.968504,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
96.06003752,1984.251969,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
95.04690432,2007.874016,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
94.14634146,1858.267717,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
94.14634146,1700.787402,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
94.03377111,1559.055118,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
94.14634146,1425.19685,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
94.03377111,1307.086614,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
105.065666,2047.244094,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
105.065666,1992.125984,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
105.065666,1944.88189,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
105.065666,1929.133858,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
104.0525328,1874.015748,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
103.0393996,1803.149606,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
102.5891182,1740.15748,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
102.0262664,1653.543307,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
101.1257036,1574.80315,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
101.1257036,1503.937008,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
101.1257036,1377.952756,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
101.1257036,1307.086614,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
109.0056285,1866.141732,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
111.0318949,1755.905512,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
112.0450281,1732.283465,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
114.0712946,2055.11811,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
115.0844278,2251.968504,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
115.0844278,2228.346457,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
115.0844278,2188.976378,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
114.2964353,1622.047244,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
115.0844278,1456.692913,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
115.0844278,1322.834646,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
114.0712946,1157.480315,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
113.8461538,1000,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
113.6210131,850.3937008,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
121.8386492,1000,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
122.1763602,1086.614173,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
122.1763602,1133.858268,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
123.0769231,1322.834646,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
123.1894934,1385.826772,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
124.5403377,1574.80315,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
124.8780488,1700.787402,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
125.1031895,1818.897638,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
126.0037523,1905.511811,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
124.0900563,2031.496063,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.5797373,1952.755906,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.2420263,1905.511811,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.0168856,1803.149606,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.0168856,1653.543307,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
126.6791745,1598.425197,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
126.3414634,1425.19685,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
126.3414634,1322.834646,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
126.1163227,1212.598425,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
126.1163227,1102.362205,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
126.1163227,1047.244094,CaCl2-like,Sun (2019),Silica glass,20 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
123.1,300,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
129.5,300,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
135.4,300,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
114.1,300,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
111.8,300,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
116.7,300,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
123,2400,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
123.1,2300,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
123.2,2500,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
127.4,2250,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
130.4,2200,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
140.5,2200,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
135.6,2260,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
128,1950,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
138.8,2000,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
126.2,1320,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
126.2,1800,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
139.8,1660,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
134.7,3030,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
135.9,2700,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
132.0825516,1952.755906,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
132.7579737,1748.031496,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
132.532833,1653.543307,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
132.0825516,1574.80315,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
135.0093809,1606.299213,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
132.0825516,1401.574803,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
132.0825516,1338.582677,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
134.108818,1338.582677,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
135.1219512,1307.086614,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
137.1482176,1803.149606,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
133.3208255,2023.622047,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
134.3339587,2157.480315,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
140.0750469,1905.511811,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
140.0750469,2007.874016,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
140.0750469,2251.968504,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
139.0619137,2354.330709,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
144.0150094,2283.464567,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
141.5384615,2370.07874,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
141.8761726,2472.440945,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
141.0881801,2543.307087,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
142.1013133,2574.80315,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
143.0018762,2700.787402,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
141.0881801,2732.283465,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
142.1013133,2874.015748,Seifertite,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
108.1050657,2196.850394,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
110.0187617,2330.708661,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
111.0318949,2472.440945,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
112.0450281,2401.574803,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
112.0450281,2346.456693,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
113.0581614,2338.582677,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
113.0581614,2291.338583,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
110.1313321,2000,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
114.0712946,2141.732283,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
115.0844278,2393.700787,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
117.1106942,2637.795276,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
117.1106942,2448.818898,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
112.0450281,2740.15748,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
113.0581614,3007.874016,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
117.1106942,3007.874016,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
112.0450281,3244.094488,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
113.0581614,3409.448819,Mix (CaCl2-like + Seifertite) ,Sun (2019),Silica glass,30 min,NaCl,Fei (2007),NaCl,,,,,,,,,,
