Pressure,Temperature,Phase,Author,Starting material,Heating time,Pressure scale,EoS,Pressure medium,Notes
198.8826816,2927.536232,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
199.4413408,3000,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
200,3028.985507,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
202.2346369,2985.507246,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
202.2346369,3014.492754,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
203.3519553,3043.478261,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
203.9106145,3086.956522,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
203.9106145,3115.942029,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
204.4692737,3159.42029,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
204.4692737,3202.898551,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
201.6759777,3101.449275,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
201.1173184,3188.405797,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
201.6759777,3231.884058,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
202.2346369,3275.362319,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
202.2346369,3304.347826,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
205.027933,3275.362319,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
206.1452514,3376.811594,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
206.1452514,3391.304348,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
206.7039106,3434.782609,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
206.7039106,3405.797101,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
203.9106145,3391.304348,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
203.9106145,3420.289855,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
203.3519553,3434.782609,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
204.4692737,3507.246377,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
207.2625698,3521.73913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
207.8212291,3565.217391,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
208.3798883,3623.188406,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
205.027933,3565.217391,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
206.1452514,3652.173913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
206.1452514,3681.15942,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
208.9385475,3681.15942,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
209.4972067,3695.652174,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
209.4972067,3724.637681,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
210.0558659,3753.623188,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
207.2625698,3797.101449,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
210.0558659,3797.101449,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
210.0558659,3826.086957,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
207.8212291,3869.565217,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
210.6145251,3898.550725,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
207.8212291,3913.043478,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
208.3798883,3942.028986,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
208.9385475,3985.507246,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
211.7318436,3985.507246,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
212.849162,4072.463768,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
212.849162,4086.956522,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
209.4972067,4072.463768,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
210.0558659,4101.449275,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
210.0558659,4130.434783,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
213.9664804,4217.391304,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
214.5251397,4275.362319,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
210.0558659,4173.913043,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
154.7486034,2144.927536,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
155.3072626,2188.405797,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
156.9832402,2362.318841,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
157.5418994,2405.797101,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
158.1005587,2478.26087,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
158.6592179,2521.73913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
159.2178771,2594.202899,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
159.2178771,2608.695652,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
159.7765363,2666.666667,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
161.452514,2855.072464,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
162.0111732,2942.028986,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
162.5698324,2956.521739,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
163.1284916,2985.507246,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
163.1284916,3000,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
163.6871508,3028.985507,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
163.6871508,3057.971014,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
163.6871508,3072.463768,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
163.6871508,3101.449275,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
164.2458101,3144.927536,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
164.2458101,3173.913043,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
165.3631285,3231.884058,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
165.3631285,3246.376812,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
165.3631285,3275.362319,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
165.9217877,3289.855072,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
165.9217877,3318.84058,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
166.4804469,3362.318841,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
166.4804469,3391.304348,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
167.0391061,3420.289855,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
142.4581006,2231.884058,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
143.0167598,2318.84058,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
139.6648045,2304.347826,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
140.2234637,2318.84058,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
140.2234637,2347.826087,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
140.7821229,2391.304348,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
143.575419,2391.304348,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
140.7821229,2434.782609,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
141.3407821,2492.753623,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
141.8994413,2536.231884,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
144.1340782,2478.26087,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
144.6927374,2521.73913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
145.8100559,2594.202899,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
146.3687151,2652.173913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
143.0167598,2652.173913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
144.1340782,2724.637681,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
146.9273743,2768.115942,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
145.2513966,2840.57971,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
145.2513966,2869.565217,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
147.4860335,2811.594203,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
148.0446927,2855.072464,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
148.603352,2913.043478,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
148.603352,2884.057971,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
149.1620112,2971.014493,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
146.3687151,3028.985507,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
149.1620112,3014.492754,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
150.2793296,3072.463768,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
150.8379888,3101.449275,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
150.8379888,3130.434783,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
150.8379888,3173.913043,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
151.396648,3202.898551,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
151.9553073,3231.884058,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
151.9553073,3260.869565,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
151.9553073,3289.855072,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
153.0726257,3333.333333,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
153.0726257,3376.811594,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
153.6312849,3391.304348,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
153.6312849,3449.275362,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
153.6312849,3405.797101,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
153.6312849,3420.289855,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
150.2793296,3420.289855,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
149.1620112,3318.84058,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
149.1620112,3231.884058,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
121.7877095,2130.434783,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
120.6703911,2130.434783,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
122.3463687,2188.405797,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
123.4636872,2275.362319,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
123.4636872,2318.84058,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
121.7877095,2318.84058,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
124.5810056,2391.304348,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
125.1396648,2449.275362,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
125.1396648,2521.73913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
126.2569832,2594.202899,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
124.0223464,2594.202899,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
124.5810056,2652.173913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
126.2569832,2637.681159,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
126.8156425,2652.173913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
127.3743017,2710.144928,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
126.2569832,2753.623188,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
125.1396648,2666.666667,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
128.4916201,2724.637681,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
128.4916201,2797.101449,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
128.4916201,2826.086957,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
128.4916201,2855.072464,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
128.4916201,2898.550725,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
127.3743017,2927.536232,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
129.0502793,2898.550725,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
130.1675978,2985.507246,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
128.4916201,3043.478261,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
130.726257,3057.971014,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
130.726257,3101.449275,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
83.79888268,1536.231884,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
83.24022346,1942.028986,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
90.5027933,1971.014493,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
90.5027933,2000,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
91.62011173,2115.942029,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
86.59217877,2304.347826,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
87.15083799,2405.797101,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
87.70949721,2420.289855,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
87.15083799,2507.246377,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
87.70949721,2521.73913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
89.38547486,2579.710145,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
92.73743017,2550.724638,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
88.26815642,2652.173913,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
90.5027933,2739.130435,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
60.89385475,1420.289855,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
93.8547486,2826.086957,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
93.8547486,2884.057971,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
61.45251397,1492.753623,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
61.45251397,1550.724638,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
62.01117318,1608.695652,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
62.01117318,1666.666667,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
62.5698324,1724.637681,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
63.12849162,1811.594203,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
63.12849162,1869.565217,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
63.68715084,1913.043478,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
63.68715084,1956.521739,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
63.68715084,2000,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
63.68715084,2043.478261,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
64.24581006,2115.942029,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
54.74860335,1768.115942,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
55.30726257,1898.550725,hcp,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
64.24581006,2159.42029,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
61.45251397,2159.42029,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
64.80446927,2260.869565,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
62.01117318,2246.376812,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
63.68715084,2391.304348,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
63.68715084,2405.797101,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
64.24581006,2420.289855,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
64.80446927,2507.246377,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
64.80446927,2536.231884,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
44.13407821,1869.565217,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
44.69273743,2028.985507,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
45.25139665,2188.405797,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
56.42458101,2144.927536,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
6.703910615,1811.594203,fcc,Sinmyo (2019),Fe foil,Unknown,"fcc, hcp","Dewaele (2006), Tsujino (2013)",Ar,
69.85294118,1669.902913,hcp,Aquilanti (2015),Fe single-crystal,Unknown,"ruby, diamond",Akahama (2010),Al2O3,
69.85294118,1699.029126,hcp,Aquilanti (2015),Fe single-crystal,Unknown,"ruby, diamond",Akahama (2010),Al2O3,
70.22058824,1757.281553,hcp,Aquilanti (2015),Fe single-crystal,Unknown,"ruby, diamond",Akahama (2010),Al2O3,
70.95588235,1912.621359,hcp,Aquilanti (2015),Fe single-crystal,Unknown,"ruby, diamond",Akahama (2010),Al2O3,
71.32352941,2000,hcp,Aquilanti (2015),Fe single-crystal,Unknown,"ruby, diamond",Akahama (2010),Al2O3,
